설치장소,주소,급속충전기(대),지원차종
동일스위트리버,서울특별시 동대문구 휘경동 366,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
래미안엘파인 아파트,서울특별시 동대문구 답십리동 한천로37길 33,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
배봉공영주차장,서울특별시 동대문구 망우로 18나길 20,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
브라운스톤휘경,서울특별시 동대문구 휘경동 망우로20길 86,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이문쌍용아파트,서울특별시 동대문구 이문동 한천로58길 47,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
장안힐스테이트 아파트,서울특별시 동대문구 장안동 장안벚꽃로1길 7,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
전농sk 아파트,서울특별시 동대문구 전농동 10,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
청량리역사(한화역사),"서울특별시 동대문구 왕산로 214 (전농동, 청량리역,롯데백화점)",2,"SM3 Z.E,테슬라"
청솔우성,서울특별시 동대문구 답십리동 80,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
회기동 공영주차장,서울특별시 동대문구 회기동 1-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
휘경베스트빌현대,서울특별시 동대문구 휘경동 52,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
휘경주공1단지,서울특별시 동대문구 휘경동 57,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
힐스테이트청계,서울특별시 동대문구 답십리동 465-18,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동두천 송내주공3단지,경기도 동두천시 송내동 664-6,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동두천 휴먼시아 아파트,경기도 동두천시 생연동 831,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동두천국민체육센터,경기도 동두천시 탑동동 799,2,"SM3 Z.E,테슬라"
동두천부영6단지 아파트,경기도 동두천시 생연동 715-7,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동두천시민회관,경기도 동두천시 상패동 122,2,"SM3 Z.E,테슬라"
동두천시종합운동장,경기도 동두천시 생연동 70,2,"SM3 Z.E,테슬라"
동두천월드메르디앙,경기도 동두천시 생연동 231,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동두천지사,경기도 동두천시 평화로 2262,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
소요별앤숲테마파크,경기도 동두천시 상봉암동 15,1,"SM3 Z.E,테슬라"
송내주공5단지,경기도 동두천시 송내동 696-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동래센트럴파크하이츠2단지,부산광역시 동래구 명륜동 756-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동래지사,부산광역시 동래구 안락동 451-10,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동래화목타운,부산광역시 동래구 안락동 962,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
명륜쌍용예가,부산광역시 동래구 명륜동 753,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
명륜역,부산광역시 동래구 명륜동 741,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
명장삼성타운,부산광역시 동래구 명장동 63-9,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
사직 삼환나우빌,부산광역시 동래구 사직동 1019,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
사직쌍용예가 아파트,부산광역시 동래구 사직동 1017,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홈플러스 동래점,부산광역시 동래구 온천동 153-8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
관악동작지사,서울특별시 동작구 동작대로 19,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대방성원 아파트,서울특별시 동작구 대방동 여의대방로44길 9,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대방중간집하장 공영주차장,서울특별시 동작구 대방동 67-1,1,"SM3 Z.E,테슬라"
대우유로카운티,서울특별시 동작구 상도동 양녕로 287,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동작상떼빌 아파트,서울특별시 동작구 신대방동 신대방1가길 38,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
래미안상도3차아파트,서울특별시 동작구 대방동 상도로 53길 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
보라매아카데미타워 아파트,서울특별시 동작구 신대방동 보라매로5가길 16,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
빙수골 장미주차장,서울특별시 동작구 상도동 301-132,1,"SM3 Z.E,테슬라"
사당롯데캐슬샤인,서울특별시 동작구 사당동 사당로27길 190,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
상도대림 아파트,서울특별시 동작구 상도동 상도로60길 20,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
상도래미안1차 아파트,서울특별시 동작구 상도동 등용로 37,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
상도파크자이,서울특별시 동작구 상도동 장승배기로 11,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울시여성가족재단,서울특별시 동작구 대방동 345-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
숲속마을신동아파밀리에,서울특별시 동작구 신대방동 여의대방로10길 100,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신대방현대 아파트,서울특별시 동작구 신대방동 여의대방로 28,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이수힐스테이트,서울특별시 동작구 동작동 동작대로39길 22,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
흑석한강센트레빌,서울특별시 동작구 흑석동 흑석한강로 2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
힐스테이트상도프레스티지,서울특별시 동작구 상도동 상도로 346-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
구호동 자유무역지역관리원,강원도 동해시 구호동 247,2,"SM3 Z.E,테슬라"
대동 아파트,강원도 동해시 동회동 442,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동해 아이파크 아파트,강원도 동해시 이도동 751,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동해금호어울림 아파트,강원도 동해시 천곡동 1102,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동해시 보건소,강원도 동해시 천곡동 1095(보건소 공영 주차장),1,"SM3 Z.E,테슬라"
동해역(ktx) 주차장,강원도 동해시 송정동 산 24-22,1,"SM3 Z.E,테슬라"
동해지사,강원도 동해시 천곡동 792,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
동해지사(공용),강원도 동해시 천곡동 792,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동해코아루디오션,강원도 동해시 평릉동 456,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동해푸르지오 아파트,강원도 동해시 평릉동 293,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부곡동 행정복지센터,강원도 동해시 부곡동 134-1,1,"SM3 Z.E,테슬라"
사랑Dream아파트,강원도 동해시 평릉동 207,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
쌍용 아파트,강원도 동해시 천곡동 942,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
이마트 동해점,강원도 동해시 천곡동 831,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
"한양2,3차 아파트",강원도 동해시 천곡동 794,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
희망Dream아파트,강원도 동해시 용정동 25-145,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
e편한세상마포리버파크,서울특별시 마포구 용강동 토정로31길 24,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
공덕아이파크아파트,"서울특별시 마포구 만리재로 36 (신공덕동, 공덕 아이파크)",0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
공덕파크자이1단지,서울특별시 마포구 공덕동 백범로 152,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
공덕파크자이2단지,서울특별시 마포구 공덕동 백범로 152,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
대명 아파트,서울특별시 마포구 연남동 동교로39길 11,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
래미안마포리버웰,서울특별시 마포구 용강동 토정로31길 23,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
래미안밤섬리베뉴1 아파트,서울특별시 마포구 상수동 독막로20나길 22,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
래미안밤섬리베뉴2,서울특별시 마포구 상수동 독막로20나길 21,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
롯데캐슬프레지던트,서울특별시 마포구 공덕동 마포대로 109,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포대림1차 아파트,서울특별시 마포구 용강동 마포대로1길 21,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포도화우성아파트,서울특별시 마포구 도화동 삼개로 38,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포래미안푸르지오 1단지,서울특별시 마포구 아현동 마포대로 195,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포래미안푸르지오 2단지,서울특별시 마포구 아현동 마포대로 195,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포래미안푸르지오 3단지,서울특별시 마포구 아현동 마포대로 195,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포래미안푸르지오 4단지,서울특별시 마포구 아현동 마포대로 195,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포용산지사,서울특별시 마포구 토정로37길 38,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포자이2차아파트,서울특별시 마포구 대흥동 804,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포중앙도서관,서울특별시 마포구 성산동 275-3,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포트라팰리스2차,서울특별시 마포구 아현동 738,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포한강2차 푸르지오아파트,서울특별시 마포구 합정동 473,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마포한강푸르지오1차,"서울특별시 마포구 월드컵로1길 14 (합정동, 마포 한강 푸르지오)",0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
메세나폴리스 아파트,서울특별시 마포구 양화로 45,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
브라운스톤공덕 아파트,서울특별시 마포구 신공덕동 백범로 230,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
상암월드컵경기장,서울특별시 마포구 성산동 531,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
상암월드컵파크3단지,서울특별시 마포구 상암동 월드컵로 338,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
서울서부지방검찰청,서울특별시 마포구 공덕동 105-1,1,"SM3 Z.E,테슬라"
서울신용보증재단,서울특별시 마포구 공덕동 168,1,"SM3 Z.E,테슬라"
성지(주상복합) 아파트,서울특별시 마포구 도화동 큰우물로 75,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신공덕3삼성래미안,서울특별시 마포구 신공덕동 만리재로 60,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신촌포스빌,서울특별시 마포구 노고산동 1-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
쌍용황금,서울특별시 마포구 마포동 마포대로 6,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
중부전력지사,서울특별시 마포구 합정동 55-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
창전삼성 아파트,서울특별시 마포구 창전동 서강로 95,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한강삼성 아파트,서울특별시 마포구 토정동 토정로32길 11,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
KD빌리앙뜨,전라남도 목포시 석현동 1173,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
고하도 해상케이블카,전라남도 목포시 달동 845-1,1,"SM3 Z.E,테슬라"
골드클래스7차아파트,전라남도 목포시 연산동 1925,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
국립해양 문화재연구소,전라남도 목포시 용해동 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
국민건강보험공단,전라남도 목포시 석현동 1175-6,1,"SM3 Z.E,테슬라"
근화옥암베아채,전라남도 목포시 옥암동 1246,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
꿈동산 신안2차아파트,전라남도 목포시 상동 1019,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
녹색에너지연구원,전라남도 목포시 석현동 1175-4,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동부시장공영주차장,전라남도 목포시 용당동 1053-8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
목포국제축구센터,전라남도 목포시 대양동 950-4,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
목포농협 하나로마트,전라남도 목포시 석현동 608-6,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
목포시청 민원주차장,전라남도 목포시 용당동 1188-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
목포옥암부영애시앙2차 아파트,전라남도 목포시 옥암동 1144,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
목포유통센터,전라남도 목포시 석현동 247,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
목포지사,전라남도 목포시 용해동 115-2,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부주동 행정복지센터,전라남도 목포시 옥암동 1249,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
북항 해상케이블카,전라남도 목포시 죽교동 515,1,"SM3 Z.E,테슬라"
북항광장 공영주차장,전라남도 목포시 죽교동 620-72,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
상동 우성 아파트,전라남도 목포시 상동 886,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
