충전소ID,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처
801,방학우성1차 아파트,서울특별시 도봉구 방학동 해등로 286-5,지하1층 전기실앞(i-1-B9),37.657365,127.024179,24시간,1899-2100
818,성지(주상복합) 아파트,서울특별시 마포구 도화동 큰우물로 75,성지아파트 지상주차장,37.541242,126.94639,24시간,1899-2100
820,용산시티파크1단지,서울특별시 용산구 한강로3가 서빙고로 35,용산시티파크1단지아파트 지하,37.52434,126.970394,24시간,1899-2100
822,이안용산프리미어,서울특별시 용산구 문배동 청파로 213,이안용산프리미어아파트 지하,37.538449,126.970428,24시간,1899-2100
830,종로센트레빌,서울특별시 종로구 숭인동 동망산길 47,102동 지하4층주차장 E17기둥,37.580628,127.016222,24시간,1899-2100
834,미아동부센트레빌,서울특별시 강북구 미아동 474,B2층 102동 4-6호 E01번기둥,37.613741,127.025894,24시간,1899-2100
837,구월아시아드선수촌센트럴자이 아파트,인천광역시 남동구 구월동 1510,지하2층 33기둥,37.444358,126.714414,24시간,1899-2100
838,서창 LH3단지 청아안,인천광역시 남동구 서창동 639,지하 303동 A18번기둥,37.430593,126.745912,24시간,1899-2100
839,장기동 KCC 스위첸 아파트,경기도 김포시 장기동 1886-2,지하1층 블럭번호 D66,37.645397,126.663083,24시간,1899-2100
1443,무실세영리첼1차 아파트,강원도 원주시 무실동 1861-1,"지하주차장 102동, 103동 사이",37.329315,127.926818,24시간,1899-2100
1448,포미재 아파트,강원도 양구군 양구읍 상리 559,주차장,38.108168,127.991974,24시간,1899-2100
1459,현대1차 아파트,강원도 속초시 교동 618-10,관리사무소 앞 주차장,38.20734872,128.5724646,24시간,1899-2100
1364,공덕파크자이1단지,서울특별시 마포구 공덕동 백범로 152,지하주차장 1층입구,37.544543,126.948461,24시간,1899-2100
1461,대동 아파트,강원도 동해시 동회동 442,27동앞 지하주차장,37.48730677,129.1057699,24시간,1899-2100
1464,"한양2,3차 아파트",강원 동해시 천곡동 794,32동 뒤편 주차장,37.5271469,129.1063793,24시간,1899-2100
700,목동트윈빌,서울특별시 양천구 목동 905-22,지하3층 바로 좌측 A02 기둥,37.53217608,126.8767428,24시간,1899-2100
707,푸른마을2단지,서울특별시 양천구 신정동 1281,지하주차장 3층/ a02기둥,37.513507,126.834917,24시간,1899-2100
709,화곡초록 아파트,서울특별시 강서구 화곡동 1139,103동 입구 주차장 지하1층 ,37.54528048,126.8329698,24시간,1899-2100
711,보라매삼성 아파트,서울특별시 관악구 봉천동 보라매로 62,지하3층(변전실에서40m),37.49339228,126.927819,24시간,1899-2100
712,사당롯데캐슬샤인,서울특별시 동작구 사당동 사당로27길 190,지하2층 변전실B1에서 100m 213 기둥,37.49096018,126.9715998,24시간,1899-2100
717,방배3차e편한세상,서울특별시 서초구 방배동 797-30,지하주차장/B1-502,37.49438715,126.9919893,24시간,1899-2100
2924,동문3차아파트,경기도 용인시 수지구 동천동 858,B1F A11,37.337901,127.093193,24시간,1899-2100
1409,청구한라 아파트,경기도 김포시 북변동 815,지하1층 주차장 블럭B03 (205동,37.621318,126.719215,24시간,1899-2100
607,용현엑슬루타워 아파트,인천광역시 미추홀구 용현동 659,지하3층 주차장 20-21구역,37.45731,126.638134,미개방,1899-2100
637,성호2-1차 아파트,전라남도 광양시 중동 1667,(실내지하)202동 앞 지하1층 우측,34.933038,127.690771,24시간,1899-2100
646,경주푸르지오 아파트,경상북도 경주시 동천동 989,104동 지하 1층,35.857428,129.220442,24시간,1899-2100
151,서산지사,충청남도 서산시 한마음16로 63,지상주차장 우측,36.775126,126.45431,주중/주말 : 24시간,1899-2100
167,함양지사,경상남도 함양군 함양읍 함양로 1207,지상주차장,35.526495,127.72892,주중/주말 : 06시~23시,1899-2100
65,남부산지사,부산광역시 해운대구 우동 1388-8,1층 주차장 끝쪽,35.160417,129.14468,06~23시,1899-2100
953,청담파크파라곤,서울특별시 강남구 청담동 학동로97길 31,지하1층,37.52137974,127.0545474,24시간,1899-2100
1038,청라푸르지오 아파트,인천광역시 서구 경서동 948-1,지하1층 B38,37.534614,126.639805,24시간,1899-2100
1518,당진롯데캐슬 아파트,충청남도 당진시 송악읍 반촌리 987,지상주차장 (101동 앞),36.903336,126.697882,24시간,1899-2100
1539,큰마을 아파트,대전광역시 서구 갈마동 1418,지상주차장,36.345114,127.376451,24시간,1899-2100
567,반달마을푸르지오,경기도 화성시 반월동 885,지상주차장 307동 입구 인근,37.232116,127.067027,24시간,1899-2100
574,성복힐스테이트1차,경기도 용인시 수지구 성복1로 91,105동 B2F 25,37.314443,127.069467,24시간,1899-2100
2260,대전시립연정국악원 주차장,대전광역시 서구 만년동 396,지상주차장,36.366711,127.389686,24시간,1899-2100
2261,양주금광1차아파트,경기도 양주시 덕계동 646-1,107동 P2 지하주차장 1층,37.8220118,127.0402525,24시간,1899-2100
2264,푸른마을6단지 풍림아이원 아파트,경기도 고양시 덕양구 고양동 푸른마을로 55,입구 왼쪽지하1층 기둥번호A51,37.71229896,126.9053196,24시간,1899-2100
2268,부영그린타운5단지,경기도 남양주시 도농동 2-1,"(부채꼴중앙 관리소쪽 주차장) 지하1층 B22,23구역",37.611021,127.1600274,24시간,1899-2100
721,서초네이처힐1단지,서울특별시 서초구 우면동 707,지하주차장/B1-102동08,37.46362788,127.0205328,24시간,1899-2100
723,서초네이처힐7단지,서울특별시 서초구 우면동 735,지하주차장/B2-05,37.46205505,127.0235786,24시간,1899-2100
724,서초롯데캐슬84,서울특별시 서초구 서초동 1642-14,지하2층 주차장/H-9,37.49260559,127.0184137,24시간,1899-2100
743,타워팰리스1차,서울특별시 강남구 도곡동 언주로30길 56,지하5층 96기둥,37.48806826,127.0534829,24시간,1899-2100
763,태산아파트,,101동 옆 지상주차장,36.99983729,127.1541053,24시간,1899-2100
764,동부아파트,경기도 오산시 갈곶동 경기대로25번길 16,102동 앞 지상주차장,37.129227,127.070103,24시간,1899-2100
767,오산세교꿈에그린13,경기도 오산시 수청동 581,1307동 B1F 150,37.17138068,127.0535967,24시간,1899-2100
1414,래미안부천중동,경기도 부천시 중동 1293-1,지하주차장,37.50782,126.775663,24시간,1899-2100
1472,세원테마빌,충청북도 청주시 흥덕구 복대동 2607,지하주차장(202동 앞),36.635322,127.426946,24시간,1899-2100
1473,청원신성미소지움 아파트,충청북도 청주시 흥덕구 강내면 탑연리 388,지하주차장(102동 밑),36.62199011,127.3614987,24시간,1899-2100
1474,청주푸르지오캐슬 아파트1단지,충청북도 청주시 서원구 사직동 931,"지하1층(117동 입구, D03)",36.631103,127.47183,24시간,1899-2100
1475,청주푸르지오캐슬 아파트4단지,충청북도 청주시 서원구 사직동 937,"지하1층(407동 입구, B1/12)",36.630437,127.465362,24시간,1899-2100
1477,프리미엄뷰 아파트,충청북도 보은군 보은읍 군청길 110-11,102동 주차장,36.484424,127.72626,24시간,1899-2100
1478,LH쌍용예가 아파트,충청북도 음성군 맹동면 사예로 20,지하 2층 B25구역 주차 4면,36.91187,127.539128,24시간,1899-2100
972,시범호반베르디움아파트,경기도 화성시 청계동 525,B2F 05,37.19746245,127.1109134,24시간,1899-2100
1436,청라린스트라우스 아파트,인천광역시 서구 연희동 797-1,지하1층 O27,37.535084,126.652468,24시간,1899-2100
1447,양구 보배 아파트,강원도 양구군 양구읍 정림리 177,관리사무소 옆 놀이터 앞 주차장,38.100673,127.983005,24시간,1899-2100
696,마곡수명산파크5단지,서울특별시 강서구 내발산동 749,지하1층 509동 E08 기둥,37.55158692,126.8275826,24시간,1899-2100
719,방배아이파크 아파트,서울특별시 서초구 방배동 3277,지하주차장/B1-69,37.49146357,126.984807,24시간,1899-2100
766,신성미소지움2차아파트,경기도 화성시 향남읍 삼천병마로297번길 15,B1F B35,37.139779,126.912704,24시간,1899-2100
829,명륜아남1차 아파트,서울특별시 종로구 명륜2가 창경궁로 265,"지하1층주차장(102동,103동사이)",37.585634,126.999562,24시간,1899-2100
867,프라임로즈,전라북도 남원시 향교동 153,지상 주차장,35.417251,127.388131,24시간,1899-2100
1261,힐스테이트황금산,경기도 남양주시 지금동 129-65,지하주차장 지하3층 113동 E19구,37.60822142,127.1636373,24시간,1899-2100
44,원주지사(공용),강원도 원주시 우산동 316-9,지사주차장,37.372274,127.938467,06~23시,1899-2100
2275,상도엠코타운애스톤파크아파트,서울특별시 동작구 상도동 상도로 346-2,주차장 진입 후 바로 우측,37.49475091,126.9482719,24,1899-2100
2278,안산푸르지오6차아파트,경기도 안산시 상록구 사동 1512,B1F B01,37.296192,126.821239,24시간,1899-2100
2285,마포래미안푸르지오 2단지,서울특별시 마포구 아현동 마포대로 195,지하주차장 3층 61번기둥,37.553968,126.954621,06~23시,1899-2100
2286,마포래미안푸르지오 3단지,서울특별시 마포구 아현동 마포대로 195,지하주차장 3층 33번기둥,37.554041,126.951517,24시간,1899-2100
2289,정릉풍림아이원,서울특별시 성북구 정릉동 239,"110동 지하2층 1,2라인",37.618782,127.007279,24시간,1899-2100
1251,후곡14단지청구 아파트,경기도 고양시 일산서구 일산동 강선로 164,입구왼쪽 지하주차장,37.67722132,126.7708309,24시간,1899-2100
1252,후곡18단지현대 아파트,경기도 고양시 일산서구 일산동 일산로 487,1812동앞 지하주차장32번기둥,37.67500132,126.7726968,24시간,1899-2100
1259,평내상록데시앙 아파트,경기도 남양주시 평내동 592,지하주차장 109동 지하2층,37.64644879,127.2393903,24시간,1899-2100
1260,화도효성해링턴플레이스,"경기도 남양주시 화도읍 경춘로2248번길 40 (월산리, 화도 효성해링턴 플레이스)",지하주차장 지하1층 09구역,37.65043734,127.3371368,24시간,1899-2100
1262,거여1단지 아파트,서울특별시 송파구 거여동 양산로8길 8,101동앞 주차장 지하1층 기전실 옆,37.49091479,127.1445653,24시간,1899-2100
1264,거여5단지 아파트,서울특별시 송파구 거여동 양산로4길 16,502동앞 주차장 지하1층,37.48920959,127.1449645,24시간,1899-2100
1265,성내삼성 아파트,서울특별시 강동구 성내동 풍성로 128,"1단지 지하2층 67,68기둥",37.532049,127.126629,24시간,1899-2100
1272,대우신림2차푸르지오,서울특별시 관악구 신림동 난곡로 66,전기실 옆 105동 지하1층,37.46106615,126.9198746,24,1899-2100
1273,동작상떼빌 아파트,서울특별시 동작구 신대방동 신대방1가길 38,지하3층 103동 옆,37.48789955,126.9069377,24,1899-2100
1276,신림쌍용 아파트,서울특별시 관악구 신림동 미성길 122,지하4층 전기실 옆,37.47282788,126.9121748,24시간,1899-2100
1480,내수덕일한마음 아파트,충청북도 청주시 청원구 내수읍 은곡묵방길 28,104동 지하1층주차장 좌측,36.708674,127.526019,24시간,1899-2100
741,삼성동 에스케이뷰 아파트,서울특별시 강남구 삼성동 봉은사로109길 14-8,지하2층 출구 앞,37.5163181,127.0648642,24시간,1899-2100
1491,증평대성베르힐,충청북도 증평군 증평읍 북부두름길 80,지하1층주차장 108동 0820,36.790202,127.590085,24시간,1899-2100
2219,이마트 진주점,경상남도 진주시 진양호로 477,지하3층주차장 F기둥,35.191489,128.077416,10~22시,1899-2100
1499,신동아파밀리에 아파트,대전광역시 동구 홍도동 동산초교로 46,103동 지하1층 주차장,36.348134,127.424852,24시간,1899-2100
1500,은어송마을2단지 아파트,대전광역시 동구 대성동 동구청로 35,209동 지하1층 주차장,36.302657,127.457485,24시간,1899-2100
51,수안보연수원,충청북도 충주시 수안보면 조산공원길 64,수안보연수원,36.84385968,127.9906742,주중/주말 : 06시~23시,1899-2100
1012,창신두산 아파트,서울특별시 종로구 창신동 지봉로5길 7,지하1층 주차장,37.574219,127.014312,24시간,1899-2100
1013,창신쌍용2단지 아파트,서울특별시 종로구 창신동 낙산길 198,207동 지하2층 9번기둥,37.580271,127.011826,24시간,1899-2100
1014,창신이수 아파트,서울특별시 종로구 창신동 지봉로 87,101동 지하2층 2번기둥,37.577875,127.014538,24시간,1899-2100
1015,효성주얼리시티,서울특별시 종로구 인의동 종로 183,지하5층주차장,37.571415,126.998657,24시간,1899-2100
1016,래미안미아1차 아파트,서울특별시 강북구 미아동 797,B2층 103동 3-4호 44번기둥,37.625668,127.018992,24시간,1899-2100
300,포천지사,경기도 포천시 원모루로 12,1층주차장(입구에서 좌측),37.890157,127.19497,주중/주말 : 06시~23시,1899-2100
311,태안지사,충청남도 태안군 태안읍 남문리 692-5,정문에서 좌측 지상주차장,36.747537,126.298746,24시간,1899-2100
1065,올리브힐,대전광역시 중구 목동 목동로 70,지하주차장,36.337063,127.407331,24시간,1899-2100
1072,용연마을휴먼시아2단지 아파트,충청남도 아산시 배방읍 장재리 1844번지,지하주차장,36.793392,127.091207,24시간,1899-2100
22,경기직할,경기도 수원시 팔달구 중부대로 120,"본관 정면 지상주차장, 별관 후면 지상주차장",37.277815,127.029792,주중/주말 : 06시~23시,1899-2100
2104,송정동주민센터,강원도 강릉시 송정동 161-2,송정동주민센터 입구,37.774406,128.927799,24시간,1899-2100
1792,한라비발디루트 아파트,경기도 의정부시 의정부1동 220-110,지하3층 주차장,37.743985,127.049077,24시간,1899-2100
1793,호원두산 아파트,경기도 의정부시 호원동 백석로 62,"지하2층 C-13구역 #87, 88",37.7495424,126.76995,24시간,1899-2100
1798,일산푸르지오,경기 고양시 일산서구 일산동 1945-1,지하주차장,37.69115816,126.7720398,24시간,1899-2100
1800,강일리버파크3단지,서울특별시 강동구 강일동 아리수로93길 40,303동 앞 지하1층 바로 좌측 B70기둥,37.567409,127.174666,24시간,1899-2100
