"경상북도",포항,44,63,49,46,35,23
"경상북도",구미,45*,62,45,46,33,23
"경상북도",김천,42,61,41,41,28,18
"경상북도",경주,36,55,40,37,29,18
"경상북도",안동,39,53,37,50,30,19
"경상북도",영주,50,60,45,51,32,23
"경상북도",경산,44,57,43,41,35,19
"경상북도",상주,41,60,43,53,32,21
"경상북도",칠곡,41,63,47,48,43,36
"경상북도",울진,35,49,39,44,28,19
"경상북도",봉화,36,46,35,43,24,17
"경상북도",고령,39,54,41,38,33,22
"경상북도",군위,34,50,37,42,30,20
"경상북도",성주,36,48,38,34,29,22
"경상북도",예천,38,54,40,50,32,21
"경상북도",청도,37,53,39,37,33,20
"경상북도",청송,34,46,34,40,26,18
"경상북도",영양,35,47,35,40,26,17
"경상북도",문경,39,54,38,45,27,17
"경상북도",도평균,40,56,42,43,31,21
"경상남도",창원,31,54,33,32,26,18*
"경상남도",진주,34,49,32*,35*,26*,17**
"경상남도",하동,35,54,35,43,30,22
"경상남도",김해,38,58,37,37,30,22
"경상남도",양산,35,57,37,36,31,24*
"경상남도",거제,27,54,31,35,24,19
"경상남도",사천,33,52,32,37,24,18
"경상남도",밀양,37,56,41,38,35,21
"경상남도",통영,32,61,33,39,24,17
"경상남도",고성,31,52,34,40,30,23
"경상남도",거창,35,52,36,38,29,21
"경상남도",함안,38,52,37,35,29,19
"경상남도",함양,31,51,33,39,25,15
"경상남도",남해,31,56,37,46,28,20
"경상남도",산청,29,45,30,36,26,20
"경상남도",의령,29,42,30,32,26,21
"경상남도",창녕,34,47,34,35,30,21
"경상남도",합천,29,44,32,36,27,17**
"경상남도",도평균,33,53,34,36,27,20
"제주특별자치도",제주특별자치도,36,76,37,44,27,17
"제주특별자치도",서귀포,33,68,35,40,23,21
"제주특별자치도",도평균,34,72,36,42,25,19
