운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,위도,경도
에스트래픽,가화만사성 더테라스(입주민 전용),3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 120,35.32182537,129.1906643
에스트래픽,가화만사성 더테라스(입주민 전용),4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 120,35.32182537,129.1906643
에스트래픽,가화만사성 더테라스(입주민 전용),5,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 120,35.32182537,129.1906643
에스트래픽,가화만사성 더테라스1차(입주민 전용),1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 120,35.32182537,129.1906643
에스트래픽,가화만사성 더테라스1차(입주민 전용),2,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 120,35.32182537,129.1906643
에스트래픽,가화만사성 더테라스1차(입주민 전용),3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 120,35.32182537,129.1906643
에스트래픽,가화만사성 더테라스1차(입주민 전용),4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 120,35.32182537,129.1906643
에스트래픽,가화만사성 더테라스2차(2016912동)(입주민전용),1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 더테라스2차(2016912동)(입주민전용),2,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 더테라스2차(2016912동)(입주민전용),3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 더테라스2차(2016912동)(입주민전용),4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 더테라스2차(2026713동)(입주민 전용),1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 더테라스2차(2026713동)(입주민 전용),2,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 더테라스2차(2026713동)(입주민 전용),3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 더테라스2차(2026713동)(입주민 전용),4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 구연방곡로 106,35.32335689,129.1900934
에스트래픽,가화만사성 정관타운(입주민 전용),1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡로 39,35.32689841,129.1892851
에스트래픽,가화만사성 정관타운(입주민 전용),2,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡로 39,35.32689841,129.1892851
에스트래픽,가화만사성 정관타운(입주민 전용),3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡로 39,35.32689841,129.1892851
에스트래픽,가화만사성 정관타운(입주민 전용),4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡로 39,35.32689841,129.1892851
에스트래픽,가화만사성 정관타운(입주민 전용),5,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡로 39,35.32689841,129.1892851
에스트래픽,개금역대상웰리움,1,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로498번길 14,35.15245787,129.0261073
에스트래픽,개금한진아파트,1,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 백양대로208번길 88,35.16163059,129.0256444
에스트래픽,골든웰산업(운수사 전용),1,DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 산단3로 92-74(1074-6 동성종합샤타),35.31586995,129.1901689
에스트래픽,골든웰산업(운수사 전용),2,DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 산단3로 92-74(1074-6 동성종합샤타),35.31586995,129.1901689
에스트래픽,괴정일동지에닌아파트(입주민 전용),1,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 낙동대로 301,35.09898983,128.9843538
에스트래픽,괴정일동지에닌아파트(입주민 전용),2,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 낙동대로 301,35.09898983,128.9843538
에스트래픽,금강궁전아파트,1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 차성남로 13-6,35.24174033,129.2097463
에스트래픽,금호어울림아파트,1,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 57,35.11867866,129.0112195
에스트래픽,금호어울림아파트,2,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 57,35.11867866,129.0112195
에스트래픽,금호어울림아파트,3,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 57,35.11867866,129.0112195
에스트래픽,금호어울림아파트,4,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 57,35.11867866,129.0112195
에스트래픽,금호어울림아파트,5,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 57,35.11867866,129.0112195
에스트래픽,기아자동차 강서명지점,1,DC콤보,부산광역시 ,강서구 ,부산광역시 강서구 르노삼성대로 683(명지동 616-97),35.10892543,128.9302279
에스트래픽,기아자동차 대신대리점,1,AC완속,부산광역시 ,서구 ,부산광역시 서구 보수대로 183,35.11160229,129.0212536
에스트래픽,기아자동차 대신대리점,2,DC콤보,부산광역시 ,서구 ,부산광역시 서구 보수대로 183,35.11160229,129.0212536
에스트래픽,기아자동차 대연지점,1,DC콤보,부산광역시 ,남구 ,부산광역시 남구 수영로 269(323 기아자동차부산지역본부),35.13593307,129.0959978
에스트래픽,기장점기아오토큐,1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 대청로 33(대라리 147-9),35.23796354,129.2137095
에스트래픽,남산점 기아오토큐,1,AC완속,부산광역시 ,금정구 ,부산광역시 금정구 금강로 600,35.26101713,129.0879982
에스트래픽,남성한빛가든아파트 입주자대표회의-1,1,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 43(161-13 남성한빛가든아파트),35.11754115,129.0113092
에스트래픽,남성한빛가든아파트 입주자대표회의-1,2,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 43(161-13 남성한빛가든아파트),35.11754115,129.0113092
에스트래픽,남성한빛가든아파트 입주자대표회의-1,3,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 43(161-13 남성한빛가든아파트),35.11754115,129.0113092
에스트래픽,남성한빛가든아파트 입주자대표회의-2,1,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 43(161-13 남성한빛가든아파트),35.11754115,129.0113092
에스트래픽,남성한빛가든아파트 입주자대표회의-2,2,AC완속,부산광역시 ,서구 ,부산광역시 서구 꽃마을로 43(161-13 남성한빛가든아파트),35.11754115,129.0113092
에스트래픽,뉴서울아파트 입주자대표회의,1,AC완속,부산광역시 ,남구 ,부산광역시 남구 유엔로 10(53-1 뉴서울아파트),35.12488957,129.0794136
에스트래픽,뉴서울아파트 입주자대표회의,2,AC완속,부산광역시 ,남구 ,부산광역시 남구 유엔로 10(53-1 뉴서울아파트),35.12488957,129.0794136
에스트래픽,뉴서울아파트 입주자대표회의,3,AC완속,부산광역시 ,남구 ,부산광역시 남구 유엔로 10(53-1 뉴서울아파트),35.12488957,129.0794136
에스트래픽,뉴서울아파트 입주자대표회의,4,AC완속,부산광역시 ,남구 ,부산광역시 남구 유엔로 10(53-1 뉴서울아파트),35.12488957,129.0794136
에스트래픽,뉴서울아파트 입주자대표회의,5,AC완속,부산광역시 ,남구 ,부산광역시 남구 유엔로 10(53-1 뉴서울아파트),35.12488957,129.0794136
에스트래픽,당리동2차동원베네스트,1,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,당리동2차동원베네스트,2,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,당리동2차동원베네스트,3,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,당리동2차동원베네스트,4,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,당리동2차동원베네스트,5,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,당리동2차동원베네스트,6,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,당리동2차동원베네스트,7,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,당리동2차동원베네스트,8,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 제석로 171,35.11095406,128.9835647
에스트래픽,대륙교통(운수사 전용),1,DC콤보,부산광역시 ,동래구 ,부산광역시 동래구 연안로81번길 71대륙교통(600-5 대륙교통),35.19560761,129.1054574
에스트래픽,대륙교통(운수사 전용),2,DC콤보,부산광역시 ,동래구 ,부산광역시 동래구 연안로81번길 71대륙교통(600-5 대륙교통),35.19560761,129.1054574
에스트래픽,대륙코리아나,1,AC완속,부산광역시 ,동래구 ,부산광역시 동래구 쇠미로129번길 67,35.20504863,129.058367
에스트래픽,대주산업,1,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주산업(357-6 대주산업),35.18479912,128.9800448
에스트래픽,대주산업,2,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주산업(357-6 대주산업),35.18479912,128.9800448
에스트래픽,대주산업,3,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주산업(357-6 대주산업),35.18479912,128.9800448
에스트래픽,대주산업,4,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주산업(357-6 대주산업),35.18479912,128.9800448
에스트래픽,대주통운,1,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주통운(357-6 대주산업),35.18479912,128.9800448
에스트래픽,대주통운,2,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주통운(357-6 대주산업),35.18479912,128.9800448
에스트래픽,대주통운,3,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주통운(357-6 대주산업),35.18479912,128.9800448
에스트래픽,대주통운,4,DC콤보,부산광역시 ,사상구 ,부산광역시 사상구 모덕로27번길 50대주통운(357-6 대주산업),35.18479912,128.9800448
에스트래픽,더블유아파트 입주자대표회의,1,AC완속,부산광역시 ,남구 ,부산광역시 남구 분포로 145(954 더블유),35.13422946,129.1112168
에스트래픽,더블유아파트 입주자대표회의,2,AC완속,부산광역시 ,남구 ,부산광역시 남구 분포로 145(954 더블유),35.13422946,129.1112168
에스트래픽,더블유아파트 입주자대표회의,3,AC완속,부산광역시 ,남구 ,부산광역시 남구 분포로 145(954 더블유),35.13422946,129.1112168
에스트래픽,동삼한진로즈힐,1,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 와치로294,35.07345542,129.071186
에스트래픽,동삼한진로즈힐,2,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 와치로294,35.07345542,129.071186
에스트래픽,디원시스템,1,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로563번길 17(가야동 60-36),35.15524694,129.0332187
에스트래픽,롯데백화점 부산점,1,DC차데모+DC콤보,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데백화점 부산점,2,DC차데모+DC콤보,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,1,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,2,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,3,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,4,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,5,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,6,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,7,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,8,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,9,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데쇼핑㈜ 부산점,10,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 가야대로 772,35.15678998,129.0564162
에스트래픽,롯데칠성 동부산점,1,DC차데모+AC3상+DC콤보,부산광역시 ,연제구 ,부산광역시 연제구 거제대로 260(거제동 17-4),35.18958449,129.0767344
에스트래픽,롯데캐슬블루오션아파트,1,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 절영로 524,35.07284686,129.0737326
에스트래픽,롯데캐슬블루오션아파트,2,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 절영로 524,35.07284686,129.0737326
에스트래픽,롯데캐슬블루오션아파트,3,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 절영로 524,35.07284686,129.0737326
에스트래픽,롯데캐슬블루오션아파트,4,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 절영로 524,35.07284686,129.0737326
에스트래픽,롯데캐슬블루오션아파트,5,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 절영로 524,35.07284686,129.0737326
에스트래픽,롯데캐슬애브뉴 -1,1,AC완속,부산광역시 ,동래구 ,부산광역시 동래구 충렬대로 368(433-1 롯데캐슬애브뉴),35.19736127,129.0982213
에스트래픽,롯데캐슬애브뉴 -1,2,AC완속,부산광역시 ,동래구 ,부산광역시 동래구 충렬대로 368(433-1 롯데캐슬애브뉴),35.19736127,129.0982213
에스트래픽,롯데캐슬애브뉴 -2,1,AC완속,부산광역시 ,동래구 ,부산광역시 동래구 충렬대로 368(433-1 롯데캐슬애브뉴),35.19736127,129.0982213
에스트래픽,롯데캐슬애브뉴 -2,2,AC완속,부산광역시 ,동래구 ,부산광역시 동래구 충렬대로 368(433-1 롯데캐슬애브뉴),35.19736127,129.0982213
에스트래픽,롯데캐슬애브뉴 -2,3,AC완속,부산광역시 ,동래구 ,부산광역시 동래구 충렬대로 368(433-1 롯데캐슬애브뉴),35.19736127,129.0982213
에스트래픽,망미이진캐스빌아파트,1,AC완속,부산광역시 ,수영구 ,부산광역시 수영구 망미로30번길 51,35.16999492,129.101168
에스트래픽,망미이진캐스빌아파트,2,AC완속,부산광역시 ,수영구 ,부산광역시 수영구 망미로30번길 51,35.16999492,129.101168
에스트래픽,망미이진캐스빌아파트,3,AC완속,부산광역시 ,수영구 ,부산광역시 수영구 망미로30번길 51,35.16999492,129.101168
에스트래픽,범양레우스센트럴베이,1,AC완속,부산광역시 ,동구 ,부산광역시 동구 초량중로 114(범양레우스 센트럴베이),35.12121315,129.041661
에스트래픽,범양레우스센트럴베이,2,AC완속,부산광역시 ,동구 ,부산광역시 동구 초량중로 114(범양레우스 센트럴베이),35.12121315,129.041661
에스트래픽,벽산하나로타운 입주자대표회의,1,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 덕상로 26-14(38 벽산하나로타운),35.17345553,128.9911714
에스트래픽,벽산하나로타운 입주자대표회의,2,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 덕상로 26-14(38 벽산하나로타운),35.17345553,128.9911714
에스트래픽,벽산하나로타운 입주자대표회의,3,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 덕상로 26-14(38 벽산하나로타운),35.17345553,128.9911714
에스트래픽,벽산하나로타운 입주자대표회의,4,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 덕상로 26-14(38 벽산하나로타운),35.17345553,128.9911714
에스트래픽,보은산업(운수사 전용),1,DC콤보,부산광역시 ,영도구 ,부산광역시 영도구 남항남로 50(남항동3가 141-114),35.08369915,129.0385812
에스트래픽,보은산업(운수사 전용),2,DC콤보,부산광역시 ,영도구 ,부산광역시 영도구 남항남로 50(남항동3가 141-114),35.08369915,129.0385812
에스트래픽,보은산업(운수사 전용),3,DC콤보,부산광역시 ,영도구 ,부산광역시 영도구 남항남로 50(남항동3가 141-114),35.08369915,129.0385812
에스트래픽,보은산업(운수사 전용),4,DC콤보,부산광역시 ,영도구 ,부산광역시 영도구 남항남로 50(남항동3가 141-114),35.08369915,129.0385812
에스트래픽,부산부기산업(주) 기아오토큐,1,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 하신중앙로 107,35.08888956,128.9646959
에스트래픽,부산부기산업(주) 기아오토큐,2,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 하신중앙로 107,35.08888956,128.9646959
에스트래픽,부산정관동일스위트2차(입주민 전용),1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),2,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),5,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),6,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),7,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),8,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),9,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,부산정관동일스위트2차(입주민 전용),10,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 정관3로 23,35.32847976,129.1652989
에스트래픽,비엘로직스,1,AC완속,부산광역시 ,남구 ,부산광역시 남구 신선로356번길 9(용당동 128-8),35.11756574,129.0968309
에스트래픽,삼덕정비(주),1,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 가야대로 85,35.15139546,128.9826538
에스트래픽,삼덕정비(주),2,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 가야대로 85,35.15139546,128.9826538
에스트래픽,삼창그린타운아파트(입주민 전용),1,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 태종로700번길 19,35.07157055,129.0749902
에스트래픽,삼창파크타운5 6동(입주민 전용),1,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 절영로 551,35.07481349,129.0729154
에스트래픽,삼환아파트,1,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 백양대로208번길 133,35.16212646,129.0233449
에스트래픽,삼환아파트,2,AC완속,부산광역시 ,부산진구 ,부산광역시 부산진구 백양대로208번길 133,35.16212646,129.0233449
에스트래픽,서희스타힐스아파트(입주민 전용),1,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡3로 11(방곡리 385),35.3263785,129.1886218
에스트래픽,서희스타힐스아파트(입주민 전용),2,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡3로 11(방곡리 385),35.3263785,129.1886218
에스트래픽,서희스타힐스아파트(입주민 전용),3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡3로 11(방곡리 385),35.3263785,129.1886218
에스트래픽,서희스타힐스아파트(입주민 전용),4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 정관읍 방곡3로 11(방곡리 385),35.3263785,129.1886218
에스트래픽,센텀롯데캐슬2차,1,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,2,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,3,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,4,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,5,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,6,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,7,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,8,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,9,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀롯데캐슬2차,10,AC완속,부산광역시 ,해운대구 ,부산광역시 해운대구 반여로 68-12,35.19747257,129.1248454
에스트래픽,센텀수영강푸르지오아파트,1,AC완속,부산광역시 ,연제구 ,부산광역시 연제구 고분로 270,35.18418438,129.1120274
에스트래픽,센텀수영강푸르지오아파트,2,AC완속,부산광역시 ,연제구 ,부산광역시 연제구 고분로 270,35.18418438,129.1120274
에스트래픽,센텀수영강푸르지오아파트,3,AC완속,부산광역시 ,연제구 ,부산광역시 연제구 고분로 270,35.18418438,129.1120274
에스트래픽,센텀수영강푸르지오아파트,4,AC완속,부산광역시 ,연제구 ,부산광역시 연제구 고분로 270,35.18418438,129.1120274
에스트래픽,센텀수영강푸르지오아파트,5,AC완속,부산광역시 ,연제구 ,부산광역시 연제구 고분로 270,35.18418438,129.1120274
에스트래픽,스베드럽 스틸코리아,1,AC완속,부산광역시 ,강서구 ,부산광역시 강서구 낙동남로533번길 63(녹산동 1338-4),35.11689483,128.8811551
에스트래픽,신세대지큐빌아파트,1,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,2,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,3,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,4,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,5,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,6,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,7,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,8,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,신세대지큐빌아파트,9,AC완속,부산광역시 ,사하구 ,부산광역시 사하구 다대로277번길 85,35.07612533,128.9814263
에스트래픽,아몬드 호텔(투숙객 전용),1,AC완속,부산광역시 ,북구 ,부산광역시 북구 구포만세길 53,35.20479429,128.9957676
에스트래픽,엄궁한신2차아파트 입주자대표회의-1,1,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 엄궁로 40(683-3 엄궁2차한신아파트),35.12452472,128.9691928
에스트래픽,엄궁한신2차아파트 입주자대표회의-2,1,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 엄궁로 40(683-3 엄궁2차한신아파트),35.12452472,128.9691928
에스트래픽,엄궁한신2차아파트 입주자대표회의-3,1,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 엄궁로 40(683-3 엄궁2차한신아파트),35.12452472,128.9691928
에스트래픽,엄궁한신2차아파트 입주자대표회의-4,1,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 엄궁로 40(683-3 엄궁2차한신아파트),35.12452472,128.9691928
에스트래픽,엄궁한신2차아파트 입주자대표회의-5,1,AC완속,부산광역시 ,사상구 ,부산광역시 사상구 엄궁로 40(683-3 엄궁2차한신아파트),35.12452472,128.9691928
에스트래픽,영도신도브래뉴,1,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 태종로 260,35.09800566,129.0563499
에스트래픽,영도신도브래뉴,2,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 태종로 260,35.09800566,129.0563499
에스트래픽,영도신도브래뉴,3,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 태종로 260,35.09800566,129.0563499
에스트래픽,영도신도브래뉴,4,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 태종로 260,35.09800566,129.0563499
에스트래픽,영도신도브래뉴,5,AC완속,부산광역시 ,영도구 ,부산광역시 영도구 태종로 260,35.09800566,129.0563499
에스트래픽,오시리아 스위첸 마티에(거주자 전용),1,DC차데모+AC3상+DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 시랑리 736,35.18914358,129.2143558
에스트래픽,오시리아 스위첸 마티에(거주자 전용),2,DC차데모+AC3상+DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 시랑리 736,35.18914358,129.2143558
에스트래픽,오시리아 스위첸 마티에(거주자 전용),3,DC차데모+AC3상+DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 시랑리 736,35.18914358,129.2143558
에스트래픽,오시리아 스위첸 마티에(거주자 전용),4,DC차데모+AC3상+DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 시랑리 736,35.18914358,129.2143558
에스트래픽,오시리아 스위첸 마티에(거주자 전용),5,DC차데모+AC3상+DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 시랑리 736,35.18914358,129.2143558
에스트래픽,오시리아스타테라스,1,DC차데모+AC3상+DC콤보,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),35.19201833,129.2177678
에스트래픽,오시리아스타테라스,2,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),35.19201833,129.2177678
에스트래픽,오시리아스타테라스,3,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),35.19201833,129.2177678
에스트래픽,오시리아스타테라스,4,AC완속,부산광역시 ,기장군 ,부산광역시 기장군 기장읍 기장해안로 172(시랑리 717),35.19201833,129.2177678
