sidoName,stationName,mangName,so2Value,coValue,o3Value,no2Value,pm10Value,pm25Value,khaiValue
인천,석바위,도로변대기,0.005,1,0.004,0.07,35,19,111
인천,부평역,도로변대기,0.005,0.8,0.003,0.044,55,30,73
인천,남동,도로변대기,,,,,,,
인천,주안,도시대기,0.004,0.9,0.002,0.064,33,21,104
인천,부평,도시대기,0.004,0.7,0.004,0.036,47,28,64
인천,연희,도시대기,0.002,0.4,0.01,0.028,35,21,50
인천,검단,도시대기,0.003,0.6,0.004,0.027,48,27,66
인천,중봉,도로변대기,0.003,0.7,0.003,0.038,56,27,66
인천,계산,도시대기,0.002,1.1,0.006,0.032,39,17,54
인천,고잔,도시대기,0.004,0.9,0.001,0.056,46,28,93
인천,서창,도시대기,0.004,0.8,0.001,0.04,27,13,66
인천,석남,도시대기,0.004,0.8,0.002,0.046,39,21,76
인천,송해,도시대기,0.003,0.7,0.003,0.036,54,30,64
인천,동춘,도시대기,0.004,1.1,0.002,0.051,49,24,85
인천,운서,도시대기,0.003,0.6,0.017,0.012,45,25,54
인천,송현,도로변대기,0.004,0.7,0.002,0.043,48,29,71
인천,논현,도시대기,0.004,0.9,0.001,0.045,32,19,75
인천,청라,도시대기,0.004,0.8,0.003,0.035,50,25,59
인천,송도,도시대기,0.005,0.8,0.003,0.056,53,30,93
인천,아암,도시대기,0.004,0.7,0.003,0.049,52,26,81
인천,원당,도시대기,0.004,0.8,0.003,0.04,52,28,66
인천,길상,도시대기,0.003,0.8,0.003,0.023,47,22,56
인천,삼산,도시대기,0.005,0.7,0.002,0.039,50,24,65
인천,경인항,항만,0.006,0.7,0.003,0.036,77,31,72
인천,인천항,항만,0.004,0.7,0.002,0.048,86,38,80
인천,석모리,교외대기,0.002,0.7,0.033,0.006,46,31,72
인천,덕적도,교외대기,0.002,0.3,0.042,0.005,23,16,60
인천,백령도,국가배경농도,0.001,0.3,0.029,0.003,20,11,48
인천,영흥,도시대기,0.003,0.2,0.032,0.005,23,21,52
인천,연평도,국가배경농도,0.001,0.4,0.031,0.013,32,20,51
인천,울도,국가배경농도,0.001,0.3,0.037,0.004,21,15,56
인천,신흥,도시대기,0.005,0.6,0.009,0.046,55,26,76
인천,서해,도로변대기,0.004,0.8,0.007,0.051,66,25,85
인천,영종,도시대기,0.004,0.6,0.006,0.04,42,18,66
인천,송림,도시대기,0.003,1,0.007,0.044,58,25,73
인천,구월동,도시대기,0.004,0.9,0.002,0.042,48,25,70
인천,숭의,도시대기,0.004,0.7,0.008,0.042,59,30,77
인천,석바위,도로변대기,0.004,0.8,0.004,0.053,53,23,88
인천,부평역,도로변대기,0.006,0.6,0.011,0.045,49,27,75
인천,남동,도로변대기,0.003,0.7,0.001,0.041,65,28,74
인천,주안,도시대기,0.004,0.6,0.003,0.047,46,26,78
인천,부평,도시대기,0.005,0.7,0.007,0.047,49,23,78
인천,연희,도시대기,0.004,0.4,0.009,0.055,45,23,92
인천,검단,도시대기,0.004,0.6,0.005,0.045,51,22,75
인천,중봉,도로변대기,0.005,0.8,0.003,0.061,75,36,101
인천,계산,도시대기,0.003,1,0.007,0.048,51,23,80
인천,고잔,도시대기,0.005,0.7,0.001,0.057,64,39,95
인천,서창,도시대기,0.004,0.5,0.004,0.047,44,18,78
인천,석남,도시대기,0.005,0.7,0.004,0.049,48,22,81
인천,송해,도시대기,0.004,0.5,0.019,0.023,47,30,77
인천,동춘,도시대기,0.004,0.6,0.007,0.042,53,28,79
인천,운서,도시대기,0.003,0.6,0.01,0.032,48,22,69
인천,송현,도로변대기,0.004,0.6,0.009,0.04,45,25,66
인천,논현,도시대기,0.004,0.6,0.007,0.042,44,22,70
인천,청라,도시대기,0.007,0.8,0.006,0.052,59,29,86
인천,송도,도시대기,0.004,0.5,0.011,0.036,48,25,66
인천,아암,도시대기,0.003,0.5,0.014,0.03,45,20,64
인천,원당,도시대기,0.004,0.7,0.003,0.056,50,22,93
인천,길상,도시대기,0.004,0.6,0.016,0.025,42,23,92
인천,삼산,도시대기,0.006,0.6,0.007,0.043,55,22,71
인천,경인항,항만,0.003,1.1,0.004,0.048,56,24,80
인천,인천항,항만,0.003,0.6,0.003,0.048,63,28,80
인천,석모리,교외대기,0.002,0.6,0.068,0.008,47,26,82
인천,덕적도,교외대기,0.002,0.5,0.075,0.006,62,31,88
인천,백령도,국가배경농도,0.003,0.7,0.051,0.009,132,77,182
인천,영흥,도시대기,0.004,0.2,0.035,0.008,51,22,68
인천,연평도,국가배경농도,0.001,0.4,0.076,0.008,57,25,88
인천,울도,국가배경농도,0.002,0.4,0.06,0.01,69,30,81
인천,석남,도시대기,0.005,0.7,0.003,0.057,55,30,95
인천,송해,도시대기,0.003,0.6,0.058,0.014,62,42,85
인천,동춘,도시대기,0.004,0.6,0.008,0.042,67,37,87
인천,운서,도시대기,0.003,0.7,0.035,0.029,73,34,76
인천,송현,도로변대기,0.003,0.6,0.007,0.051,52,28,85
인천,논현,도시대기,0.003,0.7,0.005,0.045,59,31,79
인천,청라,도시대기,0.005,0.7,0.008,0.061,68,35,101
인천,송도,도시대기,0.003,0.5,0.025,0.025,54,25,72
인천,아암,도시대기,0.002,0.4,0.022,0.03,45,21,65
인천,원당,도시대기,0.004,0.7,0.008,0.054,70,37,90
인천,길상,도시대기,0.003,0.6,0.06,0.012,70,33,75
인천,삼산,도시대기,0.004,0.7,0.005,0.048,65,31,80
인천,경인항,항만,0.002,0.7,0.043,0.02,67,33,76
인천,인천항,항만,0.002,0.7,0.002,0.062,76,36,102
인천,석모리,교외대기,0.002,0.8,0.065,0.008,55,36,87
인천,덕적도,교외대기,0.002,0.8,0.069,0.007,71,42,85
인천,백령도,국가배경농도,0.003,0.9,0.047,0.013,192,133,303
인천,영흥,도시대기,0.004,0.5,0.059,0.009,69,34,75
인천,연평도,국가배경농도,0.001,0.7,0.068,0.012,67,43,105
인천,울도,국가배경농도,0.002,0.8,0.051,0.007,64,37,84
인천,신흥,도시대기,0.004,0.7,0.009,0.054,63,33,90
인천,서해,도로변대기,0.003,0.9,0.006,0.065,78,37,105
인천,영종,도시대기,0.003,0.6,0.035,0.02,51,22,65
인천,송림,도시대기,0.002,0.9,0.005,0.049,64,29,81
인천,구월동,도시대기,0.003,1.1,0.001,0.046,62,40,90
인천,숭의,도시대기,0.003,0.7,0.015,0.038,69,40,87
인천,석바위,도로변대기,0.004,0.8,0.003,0.057,66,31,95
인천,부평역,도로변대기,0.005,0.7,0.008,0.051,62,44,92
인천,남동,도로변대기,0.003,0.9,0.001,0.044,74,50,100
인천,주안,도시대기,0.003,0.8,0.002,0.054,66,40,90
인천,부평,도시대기,0.004,0.7,0.006,0.055,68,34,92
인천,연희,도시대기,0.004,0.4,0.021,0.052,60,33,86
인천,검단,도시대기,0.004,0.7,0.004,0.058,73,30,97
인천,중봉,도로변대기,0.004,0.7,0.004,0.064,90,38,104
인천,계산,도시대기,0.002,0.9,0.011,0.051,67,37,85
인천,고잔,도시대기,0.005,0.7,0.002,0.057,66,37,95
인천,서창,도시대기,0.003,0.6,0.002,0.051,65,27,85
인천,신흥,도시대기,0.006,1.4,0.005,0.052,161,108,304
인천,서해,도로변대기,0.005,1.5,0.009,0.062,173,109,331
인천,영종,도시대기,0.003,0.8,0.018,0.022,101,54,243
인천,송림,도시대기,0.003,1.8,0.003,0.053,166,99,304
인천,구월동,도시대기,0.003,1.7,0.002,0.04,68,58,303
인천,숭의,도시대기,0.005,1.4,0.003,0.053,197,113,308
인천,석바위,도로변대기,0.005,1.6,0.002,0.046,142,81,301
인천,부평역,도로변대기,0.005,1.2,0.003,0.049,124,110,311
인천,남동,도로변대기,0.004,1.7,0.001,0.04,96,81,307
인천,주안,도시대기,0.004,1.5,0.002,0.05,119,100,308
인천,부평,도시대기,0.004,1.2,0.003,0.046,123,84,305
인천,연희,도시대기,0.003,0.6,0.003,0.046,117,56,216
인천,검단,도시대기,0.003,0.8,0.011,0.025,108,71,303
인천,중봉,도로변대기,0.004,1.1,0.004,0.053,138,67,292
인천,계산,도시대기,0.002,1.4,0.011,0.044,126,77,302
인천,고잔,도시대기,0.005,1.2,0.001,0.05,106,71,304
인천,서창,도시대기,0.004,1.2,0.002,0.041,54,23,112
인천,석남,도시대기,0.004,1.2,0.003,0.05,121,74,300
인천,송해,도시대기,0.002,0.8,0.008,0.033,86,46,231
인천,동춘,도시대기,0.005,1.4,0.003,0.05,120,70,303
인천,운서,도시대기,0.003,0.8,0.02,0.02,131,74,301
인천,송현,도로변대기,0.006,1.3,0.002,0.059,146,103,305
인천,논현,도시대기,0.004,1.2,0.002,0.043,71,32,231
인천,청라,도시대기,0.005,1,0.003,0.038,113,54,273
인천,송도,도시대기,0.004,1.2,0.003,0.049,67,23,239
인천,아암,도시대기,0.003,1.1,0.002,0.049,78,29,177
인천,원당,도시대기,0.004,1,0.004,0.04,106,55,289
인천,길상,도시대기,0.004,1,0.006,0.037,89,45,208
인천,삼산,도시대기,0.005,1.1,0.002,0.048,84,41,244
인천,경인항,항만,0.005,1,0.004,0.038,129,72,301
인천,인천항,항만,0.005,1.4,0.002,0.069,184,108,329
인천,석모리,교외대기,0.001,0.8,0.036,0.01,85,61,174
인천,덕적도,교외대기,0.002,0.4,0.04,0.015,32,22,74
인천,백령도,국가배경농도,0.001,0.3,0.022,0.004,23,9,37
인천,영흥,도시대기,0.003,0.7,0.013,0.026,75,55,301
인천,연평도,국가배경농도,0.001,0.5,0.028,0.013,49,28,77
인천,울도,국가배경농도,0.001,0.3,0.037,0.005,32,14,64
인천,석모리,교외대기,0.002,1,0.032,0.02,116,97,302
인천,덕적도,교외대기,0.004,1,0.014,0.031,153,118,289
인천,백령도,국가배경농도,0.001,0.4,0.025,0.005,43,17,58
인천,영흥,도시대기,0.003,0.8,0.014,0.034,187,159,308
인천,연평도,국가배경농도,0.001,0.7,0.041,0.016,123,108,193
인천,울도,국가배경농도,0.007,0.9,0.022,0.001,132,103,250
인천,신흥,도시대기,0.005,1.1,0.004,0.058,135,92,304
인천,서해,도로변대기,0.004,1.3,0.008,0.001,154,107,307
인천,영종,도시대기,0.004,1.1,0.003,0.056,133,92,285
인천,송림,도시대기,0.003,1.4,0.003,0.057,147,101,304
인천,구월동,도시대기,0.003,1.6,0.002,0.047,108,98,304
인천,숭의,도시대기,0.005,1.2,0.003,0.058,164,117,309
인천,석바위,도로변대기,0.005,1.4,0.003,0.058,142,82,296
인천,부평역,도로변대기,0.005,1.2,0.003,0.06,149,118,310
인천,남동,도로변대기,0.005,1.7,0.001,0.044,127,108,306
인천,주안,도시대기,0.004,1.3,0.002,0.059,125,111,307
인천,부평,도시대기,0.005,1.2,0.003,0.055,152,105,305
인천,연희,도시대기,0.003,0.6,0.004,0.07,127,97,328
인천,검단,도시대기,0.004,1,0.003,0.044,144,101,304
인천,중봉,도로변대기,0.005,1.2,0.004,0.058,176,111,303
인천,계산,도시대기,0.002,1.4,0.01,0.058,150,96,303
인천,고잔,도시대기,0.005,0.8,0.001,0.063,132,103,328
인천,서창,도시대기,0.005,1.2,0.002,0.049,106,65,239
인천,석남,도시대기,0.004,1.1,0.002,0.054,125,107,304
인천,송해,도시대기,0.002,0.9,0.011,0.029,116,99,296
인천,동춘,도시대기,0.005,1.2,0.002,0.058,140,106,305
인천,운서,도시대기,0.003,1.2,0.003,0.055,165,105,303
인천,송현,도로변대기,0.005,1.1,0.002,0.056,136,110,306
인천,논현,도시대기,0.004,1.2,0.002,0.056,125,87,296
인천,청라,도시대기,0.006,1.1,0.003,0.049,140,93,302
인천,송도,도시대기,0.005,1.1,0.003,0.058,131,92,302
인천,아암,도시대기,0.003,1,0.002,0.055,108,77,243
인천,원당,도시대기,0.005,1.2,0.003,0.049,149,104,304
인천,길상,도시대기,0.004,1,0.007,0.025,112,75,296
인천,삼산,도시대기,0.005,1.1,0.002,0.05,160,96,300
인천,경인항,항만,0.005,1,0.004,0.035,134,89,302
인천,인천항,항만,0.003,1.3,0.002,0.064,158,92,330
인천,신흥,도시대기,0.004,0.4,0.025,0.021,61,16,78
인천,서해,도로변대기,0.003,0.7,0.017,,67,15,
인천,영종,도시대기,0.003,0.3,0.027,0.007,41,7,64
인천,송림,도시대기,0.003,0.5,0.015,0.026,71,17,76
인천,구월동,도시대기,0.002,0.7,0.019,0.014,49,14,71
인천,숭의,도시대기,0.003,0.4,0.015,0.026,72,16,80
인천,석바위,도로변대기,0.006,0.5,0.016,0.031,64,12,79
인천,부평역,도로변대기,0.005,0.5,0.013,0.038,55,13,79
인천,남동,도로변대기,0.004,0.7,0.016,0.027,71,18,87
인천,주안,도시대기,0.004,0.4,0.017,0.024,50,13,74
인천,부평,도시대기,0.003,0.4,0.015,0.03,55,12,75
인천,연희,도시대기,0.003,0.3,0.017,0.031,47,5,68
인천,검단,도시대기,0.004,0.4,0.019,0.023,58,21,74
인천,중봉,도로변대기,0.003,0.3,0.018,0.029,58,12,78
인천,계산,도시대기,0.002,0.7,0.026,0.009,49,12,70
인천,고잔,도시대기,0.004,0.3,0.013,0.033,60,21,87
인천,서창,도시대기,0.003,0.4,0.015,0.027,54,12,75
인천,석남,도시대기,0.005,0.4,0.018,0.025,50,13,68
인천,송해,도시대기,0.002,0.3,0.032,0.009,47,11,67
인천,동춘,도시대기,0.003,0.4,0.017,0.023,62,18,82
인천,운서,도시대기,0.003,0.3,0.027,0.007,55,11,74
인천,송현,도로변대기,0.004,0.4,0.012,0.036,61,19,72
인천,논현,도시대기,0.004,0.4,0.011,0.034,49,14,74
인천,청라,도시대기,0.004,0.4,0.017,0.024,56,12,73
인천,송도,도시대기,0.003,0.3,0.026,0.018,64,15,78
인천,아암,도시대기,0.003,0.2,0.03,0.014,66,13,78
인천,원당,도시대기,0.003,0.4,0.022,0.016,54,13,73
인천,길상,도시대기,0.003,0.3,0.028,0.012,41,13,63
인천,삼산,도시대기,0.004,0.4,0.016,0.027,57,13,80
인천,경인항,항만,0.002,0.3,0.015,0.023,79,12,72
인천,인천항,항만,0.001,0.4,0.019,0.023,70,17,77
인천,석모리,교외대기,0.002,0.4,0.032,0.007,45,17,63
인천,덕적도,교외대기,0.001,0.3,0.035,0.005,46,19,78
인천,백령도,국가배경농도,0.001,0.2,0.021,0.002,62,14,88
인천,영흥,도시대기,0.002,0.1,0.033,0.003,67,22,79
인천,연평도,국가배경농도,0.001,0.3,0.034,0.005,52,19,78
인천,울도,국가배경농도,0.001,0.3,0.029,0.001,46,16,79
인천,석남,도시대기,0.002,0.4,0.02,0.017,25,7,38
인천,송해,도시대기,0.002,0.4,0.007,0.026,34,10,50
인천,동춘,도시대기,0.004,0.5,0.009,0.032,30,10,53
인천,운서,도시대기,0.002,0.4,0.024,0.006,25,5,43
인천,송현,도로변대기,0.004,0.5,0.008,0.035,35,11,58
인천,논현,도시대기,0.002,0.4,0.011,0.025,19,7,42
인천,청라,도시대기,0.005,0.5,0.018,0.018,37,10,51
인천,송도,도시대기,0.003,0.4,0.01,0.031,32,7,51
인천,아암,도시대기,0.002,0.3,0.009,0.031,26,9,51
인천,원당,도시대기,0.003,0.5,0.006,0.035,32,9,58
인천,길상,도시대기,0.003,0.5,0.003,0.03,27,8,50
인천,삼산,도시대기,0.004,0.4,0.011,0.028,35,12,51
인천,경인항,항만,0.003,0.3,0.008,0.026,38,7,55
인천,인천항,항만,0.004,0.4,0.007,0.038,50,7,63
인천,석모리,교외대기,0.002,0.3,0.032,0.004,27,7,52
인천,덕적도,교외대기,0.002,0.2,0.034,0.003,29,10,53
인천,백령도,국가배경농도,0.001,0.3,0.022,0.002,30,5,43
인천,영흥,도시대기,0.003,0.1,0.028,0.003,29,9,48
인천,연평도,국가배경농도,0.001,0.2,0.034,0.003,28,7,53
인천,울도,국가배경농도,0.001,0.2,0.028,,32,5,
인천,신흥,도시대기,0.004,0.5,0.011,0.034,33,7,56
인천,서해,도로변대기,0.003,0.7,0.009,,35,12,
인천,영종,도시대기,0.002,0.3,0.024,0.006,19,3,40
인천,송림,도시대기,0.003,0.6,0.009,0.031,39,11,56
인천,구월동,도시대기,0.003,0.9,0.013,0.018,27,6,43
인천,숭의,도시대기,0.003,0.5,0.013,0.025,33,8,54
인천,석바위,도로변대기,0.005,0.5,0.01,0.039,31,7,65
인천,부평역,도로변대기,0.005,0.5,0.011,0.038,32,6,63
인천,남동,도로변대기,0.003,0.8,0.013,0.021,34,9,51
인천,주안,도시대기,0.004,0.4,0.011,0.025,26,9,42
인천,부평,도시대기,0.003,0.4,0.014,0.023,25,9,43
인천,연희,도시대기,0.002,0.3,0.018,0.017,24,6,45
인천,검단,도시대기,0.004,0.5,0.01,0.027,31,16,51
인천,중봉,도로변대기,0.004,0.4,0.009,0.032,43,11,55
인천,계산,도시대기,0.002,1.1,0.011,0.018,26,9,43
인천,고잔,도시대기,0.004,0.3,0.007,0.033,26,12,54
인천,서창,도시대기,0.003,0.4,0.008,0.03,23,6,50
인천,신흥,도시대기,0.005,0.6,0.005,0.045,37,22,75
인천,서해,도로변대기,0.004,0.8,0.004,0.04,59,24,66
인천,영종,도시대기,0.003,0.5,0.003,0.036,21,11,59
인천,송림,도시대기,0.002,0.8,0.003,0.017,49,23,47
인천,구월동,도시대기,0.003,1.1,0.002,0.037,27,14,61
인천,숭의,도시대기,0.004,0.6,0.003,0.044,40,25,73
인천,석바위,도로변대기,0.005,0.7,0.003,0.062,32,17,102
인천,부평역,도로변대기,0.006,0.6,0.004,0.049,28,20,81
인천,남동,도로변대기,0.003,0.9,0.001,0.033,30,24,54
인천,주안,도시대기,0.003,0.6,0.002,0.042,28,20,70
인천,부평,도시대기,0.004,0.6,0.003,0.042,25,14,70
인천,연희,도시대기,0.004,0.4,0.003,0.051,27,13,85
인천,검단,도시대기,0.005,0.6,0.003,0.041,28,13,68
인천,중봉,도로변대기,0.005,0.8,0.003,0.055,57,27,92
인천,계산,도시대기,0.003,1.1,0.005,0.031,20,14,51
인천,고잔,도시대기,0.005,0.3,0.001,0.051,45,29,
인천,서창,도시대기,0.003,0.5,0.002,0.039,21,10,65
인천,석남,도시대기,0.004,0.6,0.002,0.045,26,15,75
인천,송해,도시대기,0.003,0.4,0.006,0.03,23,9,50
인천,동춘,도시대기,0.004,0.6,0.003,0.042,36,22,70
인천,운서,도시대기,0.002,0.4,0.012,0.023,20,7,38
인천,송현,도로변대기,0.004,0.6,0.002,0.045,29,17,75
인천,논현,도시대기,0.003,0.5,0.002,0.041,26,16,68
인천,청라,도시대기,0.007,0.6,0.003,0.046,32,14,76
인천,송도,도시대기,0.004,0.4,0.009,0.031,21,14,51
인천,아암,도시대기,0.003,0.3,0.006,0.031,22,14,51
인천,원당,도시대기,0.004,0.6,0.003,0.051,42,14,85
인천,길상,도시대기,0.004,0.6,0.002,0.031,30,15,51
인천,삼산,도시대기,0.005,0.5,0.002,0.041,23,14,68
인천,경인항,항만,0.004,0.5,0.002,0.042,44,15,70
인천,인천항,항만,0.004,0.4,0.002,0.05,44,20,83
인천,석모리,교외대기,0.002,0.3,0.03,0.005,13,11,50
인천,덕적도,교외대기,0.002,0.2,0.034,0.005,17,10,53
인천,백령도,국가배경농도,0.002,0.3,0.022,0.005,34,8,42
인천,영흥,도시대기,0.003,0.2,0.026,0.008,16,10,43
인천,연평도,국가배경농도,0.001,0.2,0.038,0.005,12,4,57
인천,울도,국가배경농도,0.002,0.3,0.027,,27,9,
인천,신흥,도시대기,0.008,0.7,0.005,0.044,78,30,73
인천,서해,도로변대기,0.007,0.8,0.004,0.032,73,32,76
인천,영종,도시대기,0.003,0.5,0.02,0.012,39,16,53
인천,송림,도시대기,0.004,0.7,0.007,0.013,73,30,71
인천,구월동,도시대기,0.004,1.5,0.002,0.056,51,30,93
인천,숭의,도시대기,0.005,0.7,0.004,0.042,81,39,74
인천,석바위,도로변대기,0.005,0.8,0.004,0.049,70,24,81
인천,부평역,도로변대기,0.007,1,0.003,0.059,74,37,98
인천,남동,도로변대기,0.006,1.7,0.017,0.047,72,57,82
인천,주안,도시대기,0.004,0.6,0.005,0.037,55,28,64
인천,부평,도시대기,0.005,0.8,0.003,0.05,61,31,83
인천,연희,도시대기,0.003,0.4,0.02,0.019,46,14,56
인천,검단,도시대기,0.005,0.9,0.006,0.044,63,27,73
인천,중봉,도로변대기,0.006,0.6,0.002,0.046,74,34,76
인천,계산,도시대기,0.004,1.3,0.015,0.015,62,28,70
인천,고잔,도시대기,0.005,0.5,0.001,0.057,70,39,95
인천,서창,도시대기,0.004,0.9,0.002,0.051,36,17,85
인천,석남,도시대기,0.004,0.8,0.002,0.051,58,26,85
인천,송해,도시대기,0.003,0.5,0.016,0.025,48,19,56
인천,동춘,도시대기,0.005,0.7,0.004,0.044,65,29,73
인천,운서,도시대기,0.003,0.5,0.023,0.01,52,17,62
인천,송현,도로변대기,0.007,0.5,0.005,0.038,67,30,68
인천,논현,도시대기,0.004,0.8,0.002,0.044,46,23,73
인천,청라,도시대기,0.006,0.7,0.003,0.049,62,26,81
인천,송도,도시대기,0.005,0.7,0.004,0.043,77,32,71
인천,아암,도시대기,0.005,0.5,0.003,0.041,59,24,68
인천,원당,도시대기,0.004,0.9,0.003,0.041,47,23,68
인천,길상,도시대기,0.004,0.7,0.002,0.033,48,22,54
인천,삼산,도시대기,0.006,0.7,0.002,0.052,61,21,86
인천,경인항,항만,0.012,0.7,0.006,0.033,78,28,75
인천,인천항,항만,0.006,0.5,0.003,0.049,96,27,82
인천,석모리,교외대기,0.002,0.6,0.028,0.008,48,24,64
인천,덕적도,교외대기,0.003,0.5,0.03,0.009,73,30,77
인천,백령도,국가배경농도,0.002,0.4,0.022,0.005,54,18,83
인천,영흥,도시대기,0.004,0.4,0.025,0.01,63,27,68
인천,연평도,국가배경농도,0.002,0.4,0.026,0.01,54,23,71
인천,울도,국가배경농도,0.002,0.5,0.023,,75,28,
인천,석모리,교외대기,0.002,0.4,0.031,0.006,18,18,51
인천,덕적도,교외대기,0.002,0.3,0.04,0.004,22,11,58
인천,백령도,국가배경농도,0.002,0.3,0.024,0.003,24,8,42
인천,영흥,도시대기,0.004,0.2,0.032,0.008,16,10,52
인천,연평도,국가배경농도,0.002,0.3,0.025,0.013,24,14,42
인천,울도,국가배경농도,0.002,0.3,0.035,0.009,26,10,54
인천,신흥,도시대기,0.004,0.5,0.004,0.047,28,13,78
인천,서해,도로변대기,0.005,0.8,0.003,0.043,57,21,71
인천,영종,도시대기,0.004,0.4,0.012,0.027,32,17,45
인천,송림,도시대기,0.003,0.6,0.006,0.043,28,12,71
인천,구월동,도시대기,0.004,1.1,0.002,0.058,34,10,97
인천,숭의,도시대기,0.005,0.6,0.003,0.048,32,20,80
인천,석바위,도로변대기,0.005,0.8,0.003,0.053,23,9,88
인천,부평역,도로변대기,0.007,0.8,0.003,0.059,20,20,98
인천,남동,도로변대기,0.006,0.9,0.002,0.052,55,20,86
인천,주안,도시대기,0.003,0.6,0.003,0.048,17,10,80
인천,부평,도시대기,0.004,0.7,0.003,0.048,24,14,80
인천,연희,도시대기,0.003,0.3,0.032,0.011,12,6,52
인천,검단,도시대기,0.004,0.8,0.002,0.043,23,13,71
인천,중봉,도로변대기,0.005,0.7,0.003,0.075,60,18,116
인천,계산,도시대기,0.004,1.5,0.011,0.023,19,13,43
인천,고잔,도시대기,0.005,0.8,0.002,0.068,37,22,109
인천,서창,도시대기,0.003,0.6,,0.048,24,11,
인천,석남,도시대기,0.004,0.6,0.003,0.053,19,9,88
인천,송해,도시대기,0.003,0.4,0.003,0.038,27,10,63
인천,동춘,도시대기,0.005,1,0.002,0.071,38,22,112
인천,운서,도시대기,0.003,0.5,0.015,0.022,22,13,37
인천,송현,도로변대기,0.005,0.5,0.004,0.047,43,19,78
인천,논현,도시대기,0.004,0.9,0.002,0.044,20,13,73
인천,청라,도시대기,0.005,0.5,0.011,0.036,25,10,59
인천,송도,도시대기,0.005,0.6,0.003,0.053,38,19,88
인천,아암,도시대기,0.004,0.4,0.003,0.046,26,12,76
인천,원당,도시대기,0.004,0.8,0.003,0.055,41,15,92
인천,길상,도시대기,0.004,0.7,0.003,0.031,39,17,51
인천,삼산,도시대기,0.006,0.7,0.002,0.056,31,15,93
인천,경인항,항만,0.004,0.6,0.003,0.039,43,13,65
인천,인천항,항만,0.005,0.5,0.004,0.051,60,17,85
인천,신흥,도시대기,0.005,0.6,0.009,0.033,33,14,54
인천,서해,도로변대기,0.005,0.7,0.006,0.033,40,24,59
인천,영종,도시대기,0.003,0.5,0.019,0.01,24,13,33
인천,송림,도시대기,0.003,0.7,0.005,0.035,41,20,58
인천,구월동,도시대기,0.003,0.9,0.003,0.04,31,18,66
인천,숭의,도시대기,0.004,0.6,0.011,0.026,39,23,61
인천,석바위,도로변대기,0.008,0.6,0.013,0.027,31,15,52
인천,부평역,도로변대기,0.006,0.7,0.005,0.043,32,17,71
인천,남동,도로변대기,0.005,0.8,0.004,0.032,30,23,66
인천,주안,도시대기,0.005,0.5,0.013,0.022,24,17,59
인천,부평,도시대기,0.004,0.6,0.004,0.038,29,20,63
인천,연희,도시대기,0.003,0.4,0.024,0.009,26,12,42
인천,검단,도시대기,0.005,0.6,0.017,0.02,30,3,50
인천,중봉,도로변대기,0.004,0.6,0.002,0.043,45,21,71
인천,계산,도시대기,0.004,1.5,0.017,0.007,25,16,50
인천,고잔,도시대기,0.005,0.7,0.003,0.05,39,31,83
인천,서창,도시대기,0.003,0.6,,0.041,29,17,
인천,석남,도시대기,0.003,0.6,0.005,0.036,28,17,59
인천,송해,도시대기,0.003,0.6,0.007,0.026,36,25,56
인천,동춘,도시대기,0.005,0.8,0.002,0.045,32,20,75
인천,운서,도시대기,0.003,0.5,0.016,0.014,27,12,42
인천,송현,도로변대기,0.005,0.5,0.009,0.033,44,24,56
인천,논현,도시대기,0.004,0.8,0.002,0.04,24,17,66
인천,청라,도시대기,0.005,0.8,0.003,0.043,40,18,71
인천,송도,도시대기,0.005,0.6,0.004,0.038,34,19,63
인천,아암,도시대기,0.003,0.5,0.002,0.038,32,18,63
인천,원당,도시대기,0.004,0.8,0.004,0.036,33,20,59
인천,길상,도시대기,0.004,0.7,0.005,0.026,34,18,54
인천,삼산,도시대기,0.005,0.6,0.003,0.036,34,16,59
인천,경인항,항만,0.012,0.6,0.004,0.034,87,42,65
인천,인천항,항만,0.004,0.4,0.006,0.037,45,20,61
인천,석모리,교외대기,0.003,0.5,0.029,0.005,35,21,56
인천,덕적도,교외대기,0.002,0.3,0.035,0.004,23,13,54
인천,백령도,국가배경농도,0.001,0.3,0.022,0.003,24,10,37
인천,영흥,도시대기,0.004,0.3,0.03,0.006,22,15,50
인천,연평도,국가배경농도,0.002,0.3,0.035,0.004,19,14,54
인천,울도,국가배경농도,0.002,0.3,0.029,0.008,22,14,48
인천,신흥,도시대기,0.006,1,0.003,0.046,48,28,85
인천,서해,도로변대기,0.005,1.3,0.003,0.041,71,40,92
인천,영종,도시대기,0.004,0.7,0.004,0.026,40,25,77
인천,송림,도시대기,0.003,1.2,0.003,0.045,56,35,85
인천,구월동,도시대기,0.003,1.4,0.002,0.046,43,38,90
인천,숭의,도시대기,0.005,1,0.002,0.044,57,38,97
인천,석바위,도로변대기,0.005,1.2,0.003,0.046,45,27,79
인천,부평역,도로변대기,0.006,1,0.003,0.046,48,38,95
인천,남동,도로변대기,0.011,2.5,0.002,0.041,63,52,132
인천,주안,도시대기,0.003,1,0.002,0.047,42,33,87
인천,부평,도시대기,0.005,0.8,0.003,0.039,45,35,92
인천,연희,도시대기,0.003,0.6,0.003,0.057,38,24,95
인천,검단,도시대기,0.004,0.7,0.005,0.023,68,64,105
인천,중봉,도로변대기,0.004,0.9,0.004,0.044,61,38,85
인천,계산,도시대기,0.004,2,0.002,0.038,44,32,77
