sidoName,stationName,mangName,so2Value,coValue,o3Value,no2Value,pm10Value,pm25Value,khaiValue
서울,양천구,도시대기,0.004,1.4,0.002,0.055,115,81,307
서울,노원구,도시대기,0.003,1,0.003,0.038,124,98,307
서울,화랑로,도로변대기,0.003,0.9,0.003,0.052,100,67,302
서울,도봉구,도시대기,0.003,1,0.003,0.042,119,97,307
서울,은평구,도시대기,0.003,1.1,0.018,0.028,121,103,306
서울,서대문구,도시대기,0.004,0.9,0.032,0.014,128,106,306
서울,마포구,도시대기,0.004,0.9,0.003,0.044,112,92,307
서울,신촌로,도로변대기,0.004,0.9,0.004,0.045,123,97,308
서울,강서구,도시대기,0.004,1.1,0.003,0.054,138,96,307
서울,공항대로,도로변대기,0.004,1.1,0.003,0.057,129,101,307
서울,구로구,도시대기,0.002,0.5,0.008,0.043,124,102,307
서울,영등포구,도시대기,0.004,0.6,0.002,0.05,126,88,306
서울,영등포로,도로변대기,0.005,1,0.002,0.048,124,95,207
서울,동작구,도시대기,0.003,1,0.005,0.05,129,97,302
서울,동작대로 중앙차로,도로변대기,0.004,1.2,0.002,0.059,114,70,250
서울,관악구,도시대기,0.004,1.1,0.005,0.051,106,80,285
서울,강남구,도시대기,0.004,0.8,0.006,0.038,111,79,285
서울,서초구,도시대기,0.003,0.8,0.005,0.044,117,98,302
서울,도산대로,도로변대기,0.003,1,0.004,0.041,124,90,303
서울,강남대로,도로변대기,0.004,1.3,0.007,0.053,119,89,129
서울,송파구,도시대기,0.003,1,0.003,0.045,111,78,266
서울,강동구,도시대기,0.003,0.7,0.003,0.035,116,87,301
서울,천호대로,도로변대기,0.003,0.9,0.002,0.043,123,80,289
서울,금천구,도시대기,0.005,1,0.002,0.057,107,77,303
서울,시흥대로,도로변대기,0.004,1.1,0.002,0.07,135,91,326
서울,강북구,도시대기,0.003,0.8,0.006,0.033,143,100,305
서울,양천구,도시대기,0.004,1,0.003,0.048,127,95,308
서울,노원구,도시대기,0.004,1.1,0.003,0.044,127,102,306
서울,화랑로,도로변대기,0.003,1,0.002,0.044,100,76,277
서울,중구,도시대기,0.004,0.9,0.007,0.044,135,105,306
서울,한강대로,도로변대기,0.004,0.9,0.004,0.041,144,80,215
서울,종로구,도시대기,0.004,0.8,0.007,0.039,125,100,307
서울,청계천로,도로변대기,0.004,0.9,0.006,0.041,126,96,307
서울,종로,도로변대기,0.003,0.9,0.004,0.047,128,91,303
서울,용산구,도시대기,0.003,0.8,0.001,0.039,108,79,281
서울,광진구,도시대기,0.003,1,0.01,0.029,113,91,302
서울,성동구,도시대기,0.004,0.8,0.004,0.049,123,78,269
서울,강변북로,도로변대기,0.003,0.9,0.002,0.039,117,93,303
서울,중랑구,도시대기,0.005,0.8,0.005,0.039,117,77,277
서울,동대문구,도시대기,0.003,0.8,0.007,0.037,115,96,307
서울,홍릉로,도로변대기,0.003,0.8,0.005,0.047,122,79,302
서울,성북구,도시대기,0.003,1,0.005,0.045,127,83,302
서울,정릉로,도로변대기,0.004,0.9,0.004,0.049,126,88,305
서울,중구,도시대기,0.004,0.4,0.02,0.022,58,17,85
서울,한강대로,도로변대기,0.003,0.5,0.014,0.024,59,14,81
서울,종로구,도시대기,0.003,0.4,0.021,0.02,57,19,90
서울,청계천로,도로변대기,0.004,0.4,0.016,0.031,51,15,82
서울,종로,도로변대기,0.002,0.4,0.021,0.019,58,14,79
서울,용산구,도시대기,0.002,0.3,0.023,0.013,57,12,76
서울,광진구,도시대기,0.003,0.5,0.022,0.015,58,15,85
서울,성동구,도시대기,0.003,0.3,0.024,0.019,54,11,80
서울,강변북로,도로변대기,0.003,0.3,0.011,0.031,53,14,82
서울,중랑구,도시대기,0.003,0.4,0.023,0.023,57,13,80
서울,동대문구,도시대기,0.002,0.3,0.023,0.015,53,15,87
서울,홍릉로,도로변대기,0.003,0.4,0.019,0.029,57,15,79
서울,성북구,도시대기,0.003,0.4,0.024,0.019,54,13,79
서울,정릉로,도로변대기,0.003,0.4,0.012,0.033,54,13,79
서울,도봉구,도시대기,0.003,0.4,0.027,0.011,56,15,82
서울,은평구,도시대기,0.003,0.6,0.016,0.023,64,15,82
서울,서대문구,도시대기,0.003,0.4,0.016,0.019,51,16,82
서울,마포구,도시대기,0.003,0.3,0.014,0.022,48,9,72
서울,신촌로,도로변대기,0.004,0.6,0.007,0.055,53,14,92
서울,강서구,도시대기,0.003,0.4,0.018,0.026,62,13,80
서울,공항대로,도로변대기,0.002,0.4,0.007,0.047,54,17,82
서울,구로구,도시대기,0.003,0.1,0.023,0.02,55,12,77
서울,영등포구,도시대기,0.003,0.2,0.018,0.025,56,12,77
서울,영등포로,도로변대기,0.005,0.4,0.014,0.034,53,14,75
서울,동작구,도시대기,0.003,0.3,0.025,0.017,66,16,85
서울,동작대로 중앙차로,도로변대기,0.003,0.4,0.012,0.04,56,13,77
서울,관악구,도시대기,0.003,0.3,0.018,0.024,52,8,71
서울,강남구,도시대기,0.003,0.3,0.023,0.022,53,14,78
서울,서초구,도시대기,0.003,0.5,0.023,0.018,53,14,85
서울,도산대로,도로변대기,0.003,0.5,0.014,0.029,62,12,81
서울,강남대로,도로변대기,0.004,0.7,0.013,0.035,64,12,
서울,송파구,도시대기,0.003,0.4,0.017,0.027,63,15,80
서울,강동구,도시대기,0.002,0.3,0.02,0.014,61,15,82
서울,천호대로,도로변대기,0.003,0.4,0.011,0.038,69,15,87
서울,금천구,도시대기,0.004,0.3,0.017,0.026,59,13,79
서울,시흥대로,도로변대기,0.003,0.3,0.015,0.032,61,17,82
서울,강북구,도시대기,0.003,0.3,0.03,0.009,62,17,83
서울,양천구,도시대기,0.003,0.4,0.012,0.032,61,16,85
서울,노원구,도시대기,0.003,0.4,0.023,0.017,62,19,90
서울,화랑로,도로변대기,0.003,0.4,0.012,0.035,55,14,78
서울,중구,도시대기,0.003,0.4,0.016,0.02,27,7,45
서울,한강대로,도로변대기,0.003,0.5,0.012,0.027,28,9,50
서울,종로구,도시대기,0.002,0.4,0.012,0.024,27,9,47
서울,청계천로,도로변대기,0.004,0.4,0.013,0.026,27,8,45
서울,종로,도로변대기,0.002,0.4,0.017,0.018,31,7,50
서울,용산구,도시대기,0.002,0.3,0.016,0.017,27,7,47
서울,광진구,도시대기,0.002,0.5,0.015,0.024,28,7,48
서울,성동구,도시대기,0.002,0.3,0.011,0.027,27,5,47
서울,강변북로,도로변대기,0.003,0.4,0.006,0.043,27,9,71
서울,중랑구,도시대기,0.003,0.4,0.016,0.027,28,5,48
서울,동대문구,도시대기,0.002,0.3,0.015,0.018,26,8,45
서울,홍릉로,도로변대기,0.004,0.4,0.013,0.033,35,10,54
서울,성북구,도시대기,0.003,0.5,0.015,0.024,32,7,43
서울,정릉로,도로변대기,0.002,0.5,0.008,0.036,29,7,59
서울,도봉구,도시대기,0.003,0.4,0.022,0.012,34,6,52
서울,은평구,도시대기,0.003,0.6,0.014,0.019,37,9,47
서울,서대문구,도시대기,0.003,0.4,0.011,0.019,33,8,45
서울,마포구,도시대기,0.002,0.3,0.008,0.033,26,5,54
서울,신촌로,도로변대기,0.004,0.8,0.004,,29,7,
서울,강서구,도시대기,0.003,0.4,0.016,0.025,36,6,55
서울,공항대로,도로변대기,0.002,0.4,0.007,0.034,33,9,56
서울,구로구,도시대기,0.002,0.3,0.019,0.021,34,2,50
서울,영등포구,도시대기,0.003,0.2,0.011,0.027,31,6,50
서울,영등포로,도로변대기,0.003,0.5,0.007,0.04,27,7,66
서울,동작구,도시대기,0.002,0.3,0.013,0.029,33,8,54
서울,동작대로 중앙차로,도로변대기,0.003,0.5,0.006,0.037,30,7,61
서울,관악구,도시대기,0.002,0.4,0.012,0.022,26,4,42
서울,강남구,도시대기,0.003,0.3,0.019,0.019,26,5,43
서울,서초구,도시대기,0.002,0.2,0.018,0.02,37,9,48
서울,도산대로,도로변대기,0.003,0.5,0.012,0.027,30,8,48
서울,강남대로,도로변대기,0.004,0.8,0.007,0.04,38,8,66
서울,송파구,도시대기,0.003,0.5,0.012,0.03,29,6,50
서울,강동구,도시대기,0.002,0.3,0.011,0.024,29,7,50
서울,천호대로,도로변대기,0.003,0.4,0.009,0.035,39,8,58
서울,금천구,도시대기,0.004,0.4,0.013,0.03,31,7,50
서울,시흥대로,도로변대기,0.003,0.4,0.012,0.028,32,9,51
서울,강북구,도시대기,0.002,0.3,0.019,0.014,34,6,54
서울,양천구,도시대기,0.002,0.4,0.013,0.025,34,9,53
서울,노원구,도시대기,0.002,0.4,0.012,0.028,29,8,52
서울,화랑로,도로변대기,0.003,0.4,0.01,0.048,26,5,80
서울,강남구,도시대기,0.003,0.4,0.008,0.032,13,5,53
서울,서초구,도시대기,0.003,0.3,0.01,0.033,25,13,54
서울,도산대로,도로변대기,0.004,0.7,0.004,0.045,23,3,75
서울,강남대로,도로변대기,0.005,0.6,0.003,0.044,25,8,73
서울,송파구,도시대기,0.002,0.4,0.006,0.037,15,5,61
서울,강동구,도시대기,0.003,0.5,0.002,0.044,26,11,73
서울,천호대로,도로변대기,0.004,0.5,0.003,0.044,25,9,73
서울,금천구,도시대기,0.005,0.5,0.002,0.053,15,7,88
서울,시흥대로,도로변대기,0.005,0.6,0.002,0.063,28,10,103
서울,강북구,도시대기,0.002,0.4,0.007,0.027,17,8,45
서울,양천구,도시대기,0.003,0.5,0.003,0.039,19,11,65
서울,노원구,도시대기,0.004,0.6,0.002,0.046,22,13,76
서울,화랑로,도로변대기,0.003,0.6,0.002,0.058,24,12,97
서울,중구,도시대기,0.003,0.5,0.004,0.041,15,7,68
서울,한강대로,도로변대기,0.003,0.5,0.004,0.039,15,7,65
서울,종로구,도시대기,0.003,0.5,0.008,0.033,14,9,54
서울,청계천로,도로변대기,0.004,0.5,0.004,0.048,19,10,80
서울,종로,도로변대기,0.002,0.4,0.007,0.033,18,7,54
서울,용산구,도시대기,0.004,0.3,0.003,0.033,15,8,54
서울,광진구,도시대기,0.003,0.6,0.002,0.037,19,8,61
서울,성동구,도시대기,0.003,0.4,0.004,0.038,15,5,63
서울,강변북로,도로변대기,0.004,0.4,0.003,0.045,19,10,75
서울,중랑구,도시대기,0.003,0.5,0.002,0.042,22,8,70
서울,동대문구,도시대기,0.003,0.4,0.008,0.032,15,9,53
서울,홍릉로,도로변대기,0.004,0.5,0.003,0.053,19,9,88
서울,성북구,도시대기,0.004,0.6,0.006,0.038,13,8,63
서울,정릉로,도로변대기,0.004,0.6,0.002,0.053,21,9,88
서울,도봉구,도시대기,0.003,0.7,0.003,0.037,22,9,61
서울,은평구,도시대기,0.003,0.6,0.004,0.035,13,7,58
서울,서대문구,도시대기,0.008,0.8,0.006,0.028,12,12,47
서울,마포구,도시대기,0.003,0.4,0.004,0.042,15,7,70
서울,신촌로,도로변대기,0.004,0.6,0.003,0.052,19,8,86
서울,강서구,도시대기,0.004,0.5,0.003,0.044,21,8,73
서울,공항대로,도로변대기,0.003,0.4,0.003,0.036,19,10,59
서울,구로구,도시대기,0.003,0.3,0.009,0.037,17,4,61
서울,영등포구,도시대기,0.004,0.2,0.004,0.039,17,8,65
서울,영등포로,도로변대기,0.004,0.5,0.002,0.042,21,8,70
서울,동작구,도시대기,0.003,0.4,0.007,0.04,16,8,66
서울,동작대로 중앙차로,도로변대기,0.003,0.5,0.003,0.064,19,10,104
서울,관악구,도시대기,0.003,0.4,0.006,0.037,15,7,61
서울,중구,도시대기,0.005,0.9,0.001,0.053,37,20,88
서울,한강대로,도로변대기,0.005,1.2,0.003,0.058,43,19,97
서울,종로구,도시대기,0.004,1.2,0.002,0.053,40,22,88
서울,청계천로,도로변대기,0.005,1.3,0.002,0.066,40,21,106
서울,종로,도로변대기,0.002,1,0.002,0.046,35,16,76
서울,용산구,도시대기,0.004,0.8,0.001,0.045,36,17,75
서울,광진구,도시대기,0.003,1,0.002,0.043,35,16,71
서울,성동구,도시대기,0.003,0.9,0.002,0.036,41,16,59
서울,강변북로,도로변대기,0.004,0.7,0.001,0.047,39,23,78
서울,중랑구,도시대기,0.004,0.8,0.002,0.045,52,18,75
서울,동대문구,도시대기,0.004,1.1,0.002,0.055,39,21,92
서울,홍릉로,도로변대기,0.005,1.4,0.002,0.076,37,19,117
서울,성북구,도시대기,0.004,1.1,0.002,0.052,53,25,86
서울,정릉로,도로변대기,0.004,1.2,0.002,0.071,48,20,112
서울,도봉구,도시대기,0.003,0.9,0.002,0.045,41,17,75
서울,은평구,도시대기,0.003,0.9,0.003,0.038,33,17,63
서울,서대문구,도시대기,0.005,1.2,0.002,0.037,40,25,61
서울,마포구,도시대기,0.004,0.6,0.003,0.044,31,15,73
서울,신촌로,도로변대기,0.006,1.3,0.002,0.082,45,22,124
서울,강서구,도시대기,0.005,0.9,0.002,0.046,43,18,76
서울,공항대로,도로변대기,0.005,1,0.002,0.049,57,27,81
서울,구로구,도시대기,0.003,0.7,0.008,0.043,49,20,71
서울,영등포구,도시대기,0.005,0.4,0.002,0.052,40,18,86
서울,영등포로,도로변대기,0.004,0.8,0.002,0.051,40,18,85
서울,동작구,도시대기,0.003,0.8,0.004,0.049,40,22,81
서울,동작대로 중앙차로,도로변대기,0.005,1.3,0.002,0.074,39,18,115
서울,관악구,도시대기,0.003,1.1,0.003,0.061,36,19,101
서울,강남구,도시대기,0.005,0.7,0.003,0.046,30,16,76
서울,서초구,도시대기,0.004,0.9,0.004,0.067,40,25,107
서울,도산대로,도로변대기,0.003,1.2,0.003,0.056,51,24,93
서울,강남대로,도로변대기,0.005,1.4,0.004,0.058,36,22,97
서울,송파구,도시대기,0.004,1,0.002,0.052,32,18,86
서울,강동구,도시대기,0.004,0.8,0.002,0.053,36,18,88
서울,천호대로,도로변대기,0.004,1.1,0.002,0.057,44,20,95
서울,금천구,도시대기,0.004,0.7,0,0.051,35,20,85
서울,시흥대로,도로변대기,0.005,1.1,0.002,0.076,52,21,117
서울,강북구,도시대기,0.002,0.6,0.004,0.029,40,16,55
서울,양천구,도시대기,0.003,1,0.002,0.056,44,24,93
서울,노원구,도시대기,0.004,1.1,0.002,0.053,43,21,88
서울,화랑로,도로변대기,0.005,1.1,0.002,0.064,37,19,104
서울,도봉구,도시대기,0.003,0.5,0.003,0.04,17,11,66
서울,은평구,도시대기,0.004,0.9,0.002,0.044,24,10,73
서울,서대문구,도시대기,0.01,1,0.01,0.026,20,11,43
서울,마포구,도시대기,0.003,0.6,0.002,0.053,18,9,88
서울,신촌로,도로변대기,0.005,1,0.002,0.075,24,12,116
서울,강서구,도시대기,0.004,0.5,0.006,0.04,22,9,66
서울,공항대로,도로변대기,0.003,0.7,0.002,0.066,40,18,106
서울,구로구,도시대기,0.003,0.4,0.01,0.041,22,6,68
서울,영등포구,도시대기,0.004,0.5,0.002,0.047,20,11,78
서울,영등포로,도로변대기,0.005,0.5,0.005,0.045,18,10,75
서울,동작구,도시대기,0.003,0.6,0.005,0.05,19,12,83
서울,동작대로 중앙차로,도로변대기,0.003,0.6,0.003,0.065,21,10,105
서울,관악구,도시대기,0.003,0.6,0.004,0.046,15,7,76
서울,강남구,도시대기,0.003,0.6,0.003,0.045,20,10,75
서울,서초구,도시대기,0.004,0.4,0.005,0.047,,12,
서울,도산대로,도로변대기,0.003,0.7,0.006,0.047,18,7,78
서울,강남대로,도로변대기,0.005,1.1,0.004,0.055,42,16,92
서울,송파구,도시대기,0.003,0.6,0.002,0.052,25,9,86
서울,강동구,도시대기,0.003,0.6,0.002,0.052,33,14,86
서울,천호대로,도로변대기,0.004,0.9,0.001,0.062,40,17,102
서울,금천구,도시대기,0.004,0.5,0.003,0.051,17,9,85
서울,시흥대로,도로변대기,0.005,0.8,0.002,0.096,28,11,139
서울,강북구,도시대기,0.003,0.4,0.011,0.027,17,8,45
서울,양천구,도시대기,0.003,0.5,0.005,0.042,21,14,70
서울,노원구,도시대기,0.003,0.6,0.002,0.043,21,11,71
서울,화랑로,도로변대기,0.003,0.7,0.002,0.062,32,14,102
서울,중구,도시대기,0.004,0.5,0.005,0.045,15,8,75
서울,한강대로,도로변대기,0.003,0.6,0.008,0.041,19,6,68
서울,종로구,도시대기,0.003,0.7,0.003,0.046,19,11,76
서울,청계천로,도로변대기,0.004,0.7,0.002,0.055,20,12,92
서울,종로,도로변대기,0.002,0.6,0.003,0.039,19,8,65
서울,용산구,도시대기,0.003,0.5,0.002,0.043,21,12,71
서울,광진구,도시대기,0.002,0.7,0.002,0.044,25,13,73
서울,성동구,도시대기,0.003,0.5,0.002,0.043,22,8,71
서울,강변북로,도로변대기,0.004,0.5,0.002,0.052,22,11,86
서울,중랑구,도시대기,0.004,0.6,0.003,0.041,23,10,68
서울,동대문구,도시대기,0.003,0.7,0.002,0.051,22,11,85
서울,홍릉로,도로변대기,0.004,0.8,0.002,0.063,28,13,103
서울,성북구,도시대기,0.004,1,0.003,0.051,22,9,85
서울,정릉로,도로변대기,0.003,0.8,0.002,0.059,25,10,98
서울,중구,도시대기,0.004,0.6,0.001,0.042,33,18,70
서울,한강대로,도로변대기,0.003,0.7,0.004,0.043,31,16,71
서울,종로구,도시대기,0.003,0.7,0.003,0.039,31,19,65
서울,청계천로,도로변대기,0.004,0.7,0.002,0.047,32,16,78
서울,종로,도로변대기,0.002,0.6,0.002,0.033,30,13,54
서울,용산구,도시대기,0.003,0.6,0.001,0.038,32,17,63
서울,광진구,도시대기,0.002,0.7,0.002,0.037,33,20,61
서울,성동구,도시대기,0.003,0.6,0.003,0.04,33,14,66
서울,강변북로,도로변대기,0.004,0.6,0.003,0.038,28,21,63
서울,중랑구,도시대기,0.003,0.6,0.007,0.034,31,16,56
서울,동대문구,도시대기,0.003,0.6,0.002,0.04,30,21,66
서울,홍릉로,도로변대기,0.004,0.8,0.002,0.049,32,18,81
서울,성북구,도시대기,0.003,0.6,0.004,0.042,31,19,70
서울,정릉로,도로변대기,0.003,0.7,0.002,0.051,31,17,85
서울,도봉구,도시대기,0.003,0.6,0.004,0.033,33,20,54
서울,은평구,도시대기,0.003,0.9,0.005,0.03,26,19,51
서울,서대문구,도시대기,0.007,1.1,0.004,0.028,29,18,56
서울,마포구,도시대기,0.003,0.5,0.009,0.032,26,13,53
서울,신촌로,도로변대기,0.005,0.8,0.002,0.05,34,18,83
서울,강서구,도시대기,0.006,0.7,0.003,0.045,40,18,75
서울,공항대로,도로변대기,0.003,0.8,0.002,0.065,43,24,105
서울,구로구,도시대기,0.003,0.4,0.014,0.03,31,18,50
서울,영등포구,도시대기,0.004,0.5,0.008,0.029,32,18,56
서울,영등포로,도로변대기,0.004,0.6,0.005,0.042,30,16,70
서울,동작구,도시대기,0.003,0.6,0.004,0.04,36,21,66
서울,동작대로 중앙차로,도로변대기,0.004,0.8,0.002,0.058,35,16,97
서울,관악구,도시대기,0.003,0.6,0.007,0.03,26,15,50
서울,강남구,도시대기,0.004,0.5,0.003,0.038,28,14,63
서울,서초구,도시대기,0.004,0.4,0.005,0.037,46,17,61
서울,도산대로,도로변대기,0.004,0.9,0.004,0.041,32,18,68
서울,강남대로,도로변대기,0.005,1.1,0.004,0.046,41,19,76
서울,송파구,도시대기,0.003,0.6,0.003,0.042,32,16,70
서울,강동구,도시대기,0.003,0.6,0.002,0.041,40,19,68
서울,천호대로,도로변대기,0.004,0.7,0.001,0.046,51,22,76
서울,금천구,도시대기,0.004,0.6,0.004,0.044,29,17,73
서울,시흥대로,도로변대기,0.005,0.8,0.002,0.05,42,19,83
서울,강북구,도시대기,0.002,0.5,0.011,0.021,29,15,50
서울,양천구,도시대기,0.003,0.6,0.005,0.037,35,22,61
서울,노원구,도시대기,0.004,0.8,0.003,0.039,37,24,65
서울,화랑로,도로변대기,0.003,0.7,0.002,0.04,32,20,66
서울,중구,도시대기,0.003,0.8,0.001,0.044,46,33,82
서울,한강대로,도로변대기,0.003,0.8,0.003,0.039,43,22,68
서울,종로구,도시대기,0.003,0.9,0.002,0.04,44,35,87
서울,청계천로,도로변대기,0.005,1,0.002,0.043,45,32,79
서울,종로,도로변대기,0.003,0.9,0.002,0.036,44,27,77
서울,용산구,도시대기,0.003,0.6,0.002,0.034,38,27,82
서울,광진구,도시대기,0.002,0.7,0.005,0.032,37,26,82
서울,성동구,도시대기,0.003,0.6,0.002,0.037,39,23,69
서울,강변북로,도로변대기,0.003,0.6,0.002,0.034,35,30,79
서울,중랑구,도시대기,0.003,0.6,0.002,0.033,38,25,77
서울,동대문구,도시대기,0.003,0.9,0.002,0.037,42,37,95
서울,홍릉로,도로변대기,0.004,0.7,0.002,0.041,38,25,79
서울,성북구,도시대기,0.003,0.8,0.002,0.043,43,27,79
서울,정릉로,도로변대기,0.003,0.9,0.002,0.045,44,28,79
서울,도봉구,도시대기,0.002,0.9,0.002,0.035,45,34,85
서울,은평구,도시대기,0.003,1.1,0.003,0.036,30,24,72
서울,서대문구,도시대기,0.005,1.1,0.002,0.036,35,32,82
서울,마포구,도시대기,0.004,0.9,0.002,0.048,35,25,80
서울,신촌로,도로변대기,0.004,0.9,0.002,0.047,41,29,90
서울,강서구,도시대기,0.005,1.2,0.002,0.045,51,30,79
서울,공항대로,도로변대기,0.003,0.9,0.002,0.038,45,27,82
서울,구로구,도시대기,0.002,0.6,0.007,0.035,39,20,77
서울,영등포구,도시대기,0.004,0.7,0.002,0.041,38,28,82
서울,영등포로,도로변대기,0.004,0.7,0.002,0.041,38,24,68
서울,동작구,도시대기,0.003,0.7,0.002,0.042,43,29,85
서울,동작대로 중앙차로,도로변대기,0.003,0.9,0.002,0.043,40,22,72
서울,관악구,도시대기,0.003,0.9,0.001,0.042,31,22,82
서울,강남구,도시대기,0.003,0.5,0.003,0.03,32,20,69
서울,서초구,도시대기,0.003,0.5,0.005,0.034,27,24,79
서울,도산대로,도로변대기,0.003,0.9,0.003,0.031,36,24,79
서울,강남대로,도로변대기,0.005,1.3,0.006,0.046,45,25,76
서울,송파구,도시대기,0.003,0.7,0.002,0.035,34,21,72
서울,강동구,도시대기,0.002,0.5,0.002,0.032,39,27,82
서울,천호대로,도로변대기,0.003,0.7,0.002,0.032,41,27,85
서울,금천구,도시대기,0.004,0.8,0.002,0.053,37,25,88
서울,시흥대로,도로변대기,0.004,0.9,0.002,0.056,41,23,93
서울,강북구,도시대기,0.003,0.8,0.003,0.033,44,25,74
서울,양천구,도시대기,0.002,1.1,0.002,0.052,50,38,90
서울,노원구,도시대기,0.003,0.9,0.003,0.036,49,38,90
서울,화랑로,도로변대기,0.003,0.8,0.002,0.037,37,26,77
서울,중구,도시대기,0.005,1,0.001,0.056,49,38,97
서울,한강대로,도로변대기,0.004,1.1,0.003,0.054,51,28,90
서울,종로구,도시대기,0.004,1.1,0.002,0.054,51,41,105
서울,청계천로,도로변대기,0.005,1.1,0.002,0.06,53,38,100
서울,종로,도로변대기,0.004,1.2,0.002,0.059,56,35,98
서울,용산구,도시대기,0.004,0.8,0.001,0.043,44,31,90
서울,광진구,도시대기,0.002,0.9,0.002,0.042,45,34,97
서울,성동구,도시대기,0.004,0.8,0.002,0.044,55,28,85
서울,강변북로,도로변대기,0.004,0.8,0.002,0.046,51,35,95
서울,중랑구,도시대기,0.004,0.9,0.002,0.048,49,34,85
서울,동대문구,도시대기,0.003,1,0.002,0.051,54,41,116
서울,홍릉로,도로변대기,0.005,1,0.001,0.064,46,32,104
서울,성북구,도시대기,0.004,1,0.002,0.053,61,45,95
서울,정릉로,도로변대기,0.004,1,0.002,0.053,55,39,88
서울,도봉구,도시대기,0.003,1,0.002,0.045,65,49,109
서울,은평구,도시대기,0.004,1.4,0.003,0.046,49,35,87
서울,서대문구,도시대기,0.006,1.2,0.002,0.049,51,40,95
서울,마포구,도시대기,0.004,1,0.002,0.057,40,30,100
서울,신촌로,도로변대기,0.005,1.1,0.002,0.06,46,35,116
서울,강서구,도시대기,0.005,1.4,0.002,0.059,57,33,109
서울,공항대로,도로변대기,0.004,1.1,0.002,0.067,64,40,157
서울,구로구,도시대기,0.003,0.7,0.007,0.04,55,34,105
서울,영등포구,도시대기,0.004,1,0.002,0.055,48,35,112
서울,영등포로,도로변대기,0.005,1.1,0.001,0.054,47,31,90
서울,동작구,도시대기,0.004,0.9,0.003,0.049,51,36,87
서울,동작대로 중앙차로,도로변대기,,,,,,,
서울,관악구,도시대기,0.004,1,0.001,0.051,37,30,95
서울,강남구,도시대기,0.004,0.7,0.003,0.043,38,28,85
서울,서초구,도시대기,0.003,0.6,0.005,0.042,47,34,87
서울,도산대로,도로변대기,0.003,1,0.003,0.045,49,33,100
서울,강남대로,도로변대기,0.006,1.4,0.007,0.07,56,33,111
서울,송파구,도시대기,0.004,0.9,0.002,0.043,43,29,82
서울,강동구,도시대기,0.003,0.7,0.002,0.043,49,30,90
서울,천호대로,도로변대기,0.004,0.9,0.002,0.051,56,32,101
서울,금천구,도시대기,0.004,0.9,0.001,0.059,42,32,98
서울,시흥대로,도로변대기,0.005,1.2,0.002,0.08,54,29,121
서울,강북구,도시대기,0.003,1,0.002,0.047,52,37,87
서울,양천구,도시대기,0.003,1.1,0.002,0.059,52,39,139
서울,노원구,도시대기,0.004,1.1,0.002,0.052,55,42,105
서울,화랑로,도로변대기,,,,,,,
서울,도봉구,도시대기,,,,,,,
서울,은평구,도시대기,,,,,,,
서울,서대문구,도시대기,,,,,,,
서울,마포구,도시대기,,,,,,,
서울,신촌로,도로변대기,,,,,,,
서울,강서구,도시대기,,,,,,,
서울,공항대로,도로변대기,,,,,,,
서울,구로구,도시대기,,,,,,,
서울,영등포구,도시대기,,,,,,,
서울,영등포로,도로변대기,,,,,,,
서울,동작구,도시대기,,,,,,,
서울,동작대로 중앙차로,도로변대기,,,,,,,
서울,관악구,도시대기,,,,,,,
서울,강남구,도시대기,,,,,,,
서울,서초구,도시대기,,,,,,,
서울,도산대로,도로변대기,,,,,,,
서울,강남대로,도로변대기,,,,,,,
서울,송파구,도시대기,,,,,,,
서울,강동구,도시대기,,,,,,,
서울,천호대로,도로변대기,,,,,,,
서울,금천구,도시대기,,,,,,,
서울,시흥대로,도로변대기,,,,,,,
서울,강북구,도시대기,,,,,,,
서울,양천구,도시대기,,,,,,,
서울,노원구,도시대기,,,,,,,
서울,화랑로,도로변대기,,,,,,,
서울,중구,도시대기,,,,,,,
서울,한강대로,도로변대기,,,,,,,
서울,종로구,도시대기,,,,,,,
서울,청계천로,도로변대기,,,,,,,
서울,종로,도로변대기,,,,,,,
서울,용산구,도시대기,,,,,,,
서울,광진구,도시대기,,,,,,,
서울,성동구,도시대기,,,,,,,
서울,강변북로,도로변대기,,,,,,,
서울,중랑구,도시대기,,,,,,,
서울,동대문구,도시대기,,,,,,,
서울,홍릉로,도로변대기,,,,,,,
서울,성북구,도시대기,,,,,,,
서울,정릉로,도로변대기,,,,,,,
부산,광복동,도시대기,0.002,0.3,0.016,0.018,11,8,30
부산,초량동,도로변대기,0.002,0.4,0.01,0.028,16,5,47
부산,태종대,도시대기,0.003,0.2,0.019,0.02,15,10,33
부산,청학동,도시대기,0.003,,0.021,0.018,10,7,35
부산,전포동,도시대기,0.002,0.2,0.016,0.014,14,10,37
부산,온천동,도로변대기,0.003,0.4,0.004,0.042,17,5,70
부산,명장동,도시대기,,,0.012,0.028,12,8,47
부산,대연동,도시대기,0.002,0.4,0.01,0.028,18,7,47
부산,용호동,도시대기,0.002,0.4,0.007,0.023,,,
부산,학장동,도시대기,0.003,0.3,0.004,0.022,39,15,47
부산,덕천동,도시대기,0.002,0.4,0.001,0.034,25,12,56
부산,화명동,도시대기,,,0.003,0.035,11,5,58
부산,삼락동,도로변대기,0.004,0.4,0.002,0.027,,,
부산,청룡동,도시대기,,,0.004,0.032,13,7,53
부산,좌동,도시대기,,0.3,0.018,0.012,11,8,30
부산,재송동,도시대기,0.003,,0.012,0.021,11,7,35
