운영기관,충전소,충전기ID,충전기타입,지역,시군구,행정동,주소,이용가능시간,이용자 제한,충전용량,비고
지커넥트,명지극동스타클래스,14,AC완속,부산광역시 ,강서구 ,명지동,부산광역시 강서구 명지오션시티2로 71극동 스타클래스(극동 스타클래스),08:00~20:00,거주자 외 출입제한,7kW,
지커넥트,명지극동스타클래스,14,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지오션시티2로 71(명지동, 극동 스타클래스)(극동 스타클래스)",08:00~20:00,거주자 외 출입제한,7kW,
지커넥트,명지극동스타클래스,15,AC완속,부산광역시 ,강서구 ,명지동,부산광역시 강서구 명지오션시티2로 71극동 스타클래스(극동 스타클래스),08:00~20:00,거주자 외 출입제한,7kW,
지커넥트,명지극동스타클래스,15,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지오션시티2로 71(명지동, 극동 스타클래스)(극동 스타클래스)",08:00~20:00,거주자 외 출입제한,7kW,
지커넥트,명지극동스타클래스,16,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지오션시티2로 71(명지동, 극동 스타클래스)(극동 스타클래스)",08:00~20:00,거주자 외 출입제한,7kW,
지커넥트,명지극동스타클래스,17,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지오션시티2로 71(명지동, 극동 스타클래스)(극동 스타클래스)",08:00~20:00,거주자 외 출입제한,7kW,
지커넥트,명지두산위브포세이돈,1,AC완속,부산광역시 ,강서구 ,명지동,부산광역시 강서구 명지오션시티11로 22112동 지하1층주차장 58번 기둥 및 벽면(두산위브 포세이돈),24시간 이용가능,거주자외 출입제한,,
지커넥트,명지두산위브포세이돈,2,AC완속,부산광역시 ,강서구 ,명지동,부산광역시 강서구 명지오션시티11로 22112동 지하1층주차장 58번 기둥 및 벽면(두산위브 포세이돈),24시간 이용가능,거주자외 출입제한,,
지커넥트,명지두산위브포세이돈,3,AC완속,부산광역시 ,강서구 ,명지동,부산광역시 강서구 명지오션시티11로 22112동 지하1층주차장 58번 기둥 및 벽면(두산위브 포세이돈),24시간 이용가능,거주자외 출입제한,,
지커넥트,명지에일린의뜰아파트,1,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지국제5로 60(명지동, 에일린의뜰)(3361 에일린의뜰)",24시간 이용가능,거주자외 출입제한,,
지커넥트,명지에일린의뜰아파트,2,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지국제5로 60(명지동, 에일린의뜰)(3361 에일린의뜰)",24시간 이용가능,거주자외 출입제한,,
지커넥트,명지에일린의뜰아파트,3,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지국제5로 60(명지동, 에일린의뜰)(3361 에일린의뜰)",24시간 이용가능,거주자외 출입제한,,
지커넥트,명지에일린의뜰아파트,4,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지국제5로 60(명지동, 에일린의뜰)(3361 에일린의뜰)",24시간 이용가능,거주자외 출입제한,,
지커넥트,명지에일린의뜰아파트,5,AC완속,부산광역시 ,강서구 ,명지동,"부산광역시 강서구 명지국제5로 60(명지동, 에일린의뜰)(3361 에일린의뜰)",24시간 이용가능,거주자외 출입제한,,
지커넥트,모라우성아파트,1,AC완속,부산광역시 ,사상구 ,모라동,부산광역시 사상구 백양대로 906모라우성아파트(1357 우성아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,7kW,
지커넥트,모라우성아파트,2,AC완속,부산광역시 ,사상구 ,모라동,부산광역시 사상구 백양대로 906모라우성아파트(1357 우성아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,7kW,
지커넥트,모라우성아파트,3,AC완속,부산광역시 ,사상구 ,모라동,부산광역시 사상구 백양대로 906모라우성아파트(1357 우성아파트),24시간 이용가능,,,
지커넥트,모라우성아파트,4,AC완속,부산광역시 ,사상구 ,모라동,부산광역시 사상구 백양대로 906모라우성아파트(1357 우성아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,7kW,
지커넥트,모라우성아파트,5,AC완속,부산광역시 ,사상구 ,모라동,부산광역시 사상구 백양대로 906모라우성아파트(1357 우성아파트),24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,7kW,
지커넥트,문현1동 행정복지센터,1,AC완속,부산광역시 ,남구 ,문현동,부산광역시 남구 고동골로60번길 1문현1동 행정복지센터(127-10 문현1동주민센터),09:00~18:00,,,
지커넥트,문현2동 주민센터,1,AC완속,부산광역시 ,남구 ,문현동,부산광역시 남구 전포대로92번길 31-7문현2동 주민센터(546-42 문현2동주민센터),09:00~18:00,,,
지커넥트,문현3동 주민센터,1,AC완속,부산광역시 ,남구 ,문현동,부산광역시 남구 고동골로4번길 7-18문현3동 주민센터(205-44 문현3동주민센터),09:00~18:00,,,
지커넥트,문현4동 주민센터,1,AC완속,부산광역시 ,남구 ,문현동,"부산광역시 남구 수영로 12(문현동, 문현4동 주민센터)(366-18 세종그랑시아아파트)",09:00~18:00,,,
지커넥트,민락동 주민센터,1,AC완속,부산광역시 ,수영구 ,민락동,부산광역시 수영구 광안해변로295번길 20(민락동)(34-10 민락동주민센터),주중:09~18시,,,
지커넥트,반도보라비치타운,1,AC완속,부산광역시 ,영도구 ,동삼동,"부산광역시 영도구 함지로 19(동삼동, 반도보라비치타운)(1124-2 반도보라비치타운)",09시~18시,거주자외 출입제한,,
지커넥트,반도보라비치타운,2,AC완속,부산광역시 ,영도구 ,동삼동,"부산광역시 영도구 함지로 19(동삼동, 반도보라비치타운)(1124-2 반도보라비치타운)",09시~18시,거주자외 출입제한,,
지커넥트,반도보라비치타운,3,AC완속,부산광역시 ,영도구 ,동삼동,"부산광역시 영도구 함지로 19(동삼동, 반도보라비치타운)(1124-2 반도보라비치타운)",09시~18시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,1,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,2,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,3,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,4,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,5,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,6,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,7,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,8,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양산쌍용스윗닷홈,9,AC완속,부산광역시 ,부산진구 ,부암동,"부산광역시 부산진구 백양산로 70(부암동, 백양산쌍용스윗닷홈)(720 백양산쌍용스윗닷홈)",주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,백양푸른채아파트,1,AC완속,부산광역시 ,부산진구 ,당감동,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)(794 백양푸른채)",24시간 이용가능,거주자외 출입제한,,
지커넥트,백양푸른채아파트,2,AC완속,부산광역시 ,부산진구 ,당감동,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)(794 백양푸른채)",24시간 이용가능,거주자외 출입제한,,
지커넥트,백양푸른채아파트,3,AC완속,부산광역시 ,부산진구 ,당감동,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)(794 백양푸른채)",24시간 이용가능,거주자외 출입제한,,
지커넥트,백양푸른채아파트,4,AC완속,부산광역시 ,부산진구 ,당감동,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)(794 백양푸른채)",24시간 이용가능,거주자외 출입제한,,
지커넥트,백양푸른채아파트,5,AC완속,부산광역시 ,부산진구 ,당감동,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)(794 백양푸른채)",24시간 이용가능,거주자외 출입제한,,
지커넥트,백양푸른채아파트,6,AC완속,부산광역시 ,부산진구 ,당감동,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)(794 백양푸른채)",24시간 이용가능,거주자외 출입제한,,
지커넥트,백양푸른채아파트,7,AC완속,부산광역시 ,부산진구 ,당감동,"부산광역시 부산진구 백양산로53번길 62(당감동, 백양푸른채)(794 백양푸른채)",24시간 이용가능,거주자외 출입제한,,
지커넥트,부산관광호텔,1,AC완속,부산광역시 ,중구 ,동광동,부산광역시 중구 광복로97번길 23(동광동2가)(동광동2가 12-1),24시간 이용가능,,,
지커넥트,부산관광호텔,2,AC완속,부산광역시 ,중구 ,동광동,부산광역시 중구 광복로97번길 23(동광동2가)(동광동2가 12-1),24시간 이용가능,,,
지커넥트,부산더샵시티애비뉴,1,AC완속,부산광역시 ,연제구 ,연산동,부산광역시 연제구 시청로 6부산더샵시티애비뉴(더샵 시티애비뉴),주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,부산더샵시티애비뉴,2,AC완속,부산광역시 ,연제구 ,연산동,부산광역시 연제구 시청로 6부산더샵시티애비뉴(더샵 시티애비뉴),주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,부산더샵시티애비뉴,3,AC완속,부산광역시 ,연제구 ,연산동,부산광역시 연제구 시청로 6부산더샵시티애비뉴(더샵 시티애비뉴),주중/주말:18시~09시,거주자외 출입제한,,
지커넥트,부산동구청,1,DC차데모+DC콤보,부산광역시 ,동구 ,수정동,부산광역시 동구 구청로 1부산동구청(806-74 동구청),평일 09:00~18:00,,100kW단독,
지커넥트,부산동구청,2,AC완속,부산광역시 ,동구 ,수정동,부산광역시 동구 구청로 1부산동구청(806-74 동구청),평일 09:00~18:00,,,
지커넥트,부산영도벽산비치타운,1,AC완속,부산광역시 ,영도구 ,동삼동,부산광역시 영도구 와치로 266부산영도벽산비치타운(510-27 영도벽산비치타운),24시간 이용가능,거주자외 출입제한,,
지커넥트,부산영도벽산비치타운,2,AC완속,부산광역시 ,영도구 ,동삼동,부산광역시 영도구 와치로 266부산영도벽산비치타운(510-27 영도벽산비치타운),24시간 이용가능,거주자외 출입제한,,
지커넥트,부산영도벽산비치타운,3,AC완속,부산광역시 ,영도구 ,동삼동,부산광역시 영도구 와치로 266부산영도벽산비치타운(510-27 영도벽산비치타운),24시간 이용가능,거주자외 출입제한,,
지커넥트,부산영도벽산비치타운,4,AC완속,부산광역시 ,영도구 ,동삼동,부산광역시 영도구 와치로 266부산영도벽산비치타운(510-27 영도벽산비치타운),24시간 이용가능,거주자외 출입제한,,
지커넥트,부산영도벽산비치타운,5,AC완속,부산광역시 ,영도구 ,동삼동,부산광역시 영도구 와치로 266부산영도벽산비치타운(510-27 영도벽산비치타운),24시간 이용가능,거주자외 출입제한,,
지커넥트,부산정관 이진캐스빌,1,AC완속,부산광역시 ,기장군 ,장안읍 ,부산광역시 기장군 장안읍 정관로 545지하2층 주차장(용수리 1336),09시~23시,거주자외 출입제한,,
지커넥트,부산정관 이진캐스빌,2,AC완속,부산광역시 ,기장군 ,장안읍 ,부산광역시 기장군 장안읍 정관로 545지하2층 주차장(용수리 1336),09시~23시,거주자외 출입제한,,
지커넥트,부산정관 이진캐스빌,3,AC완속,부산광역시 ,기장군 ,장안읍 ,부산광역시 기장군 장안읍 정관로 545지하2층 주차장(용수리 1336),09시~23시,거주자외 출입제한,,
지커넥트,부산정관 이진캐스빌,4,AC완속,부산광역시 ,기장군 ,장안읍 ,부산광역시 기장군 장안읍 정관로 545지하2층 주차장(용수리 1336),09시~23시,거주자외 출입제한,,
지커넥트,부산정관 이진캐스빌,5,AC완속,부산광역시 ,기장군 ,장안읍 ,부산광역시 기장군 장안읍 정관로 545지하2층 주차장(용수리 1336),09시~23시,거주자외 출입제한,,
지커넥트,부산진시장 주차빌딩,1,AC완속,부산광역시 ,동구 ,범일동,부산광역시 동구 진시장로 13부산진시장 주차빌딩(644-10 부산진시장주차빌딩),주중/주말:18시~09시,,,
지커넥트,부산진시장 주차빌딩,2,AC완속,부산광역시 ,동구 ,범일동,부산광역시 동구 진시장로 13부산진시장 주차빌딩(644-10 부산진시장주차빌딩),주중/주말:18시~09시,,,
지커넥트,부산진시장 주차빌딩,3,AC완속,부산광역시 ,동구 ,범일동,부산광역시 동구 진시장로 13부산진시장 주차빌딩(644-10 부산진시장주차빌딩),주중/주말:18시~09시,,,
지커넥트,부산진시장 주차빌딩,4,AC완속,부산광역시 ,동구 ,범일동,부산광역시 동구 진시장로 13부산진시장 주차빌딩(644-10 부산진시장주차빌딩),주중/주말:18시~09시,,,
지커넥트,부산진시장 주차빌딩,5,AC완속,부산광역시 ,동구 ,범일동,부산광역시 동구 진시장로 13부산진시장 주차빌딩(644-10 부산진시장주차빌딩),주중/주말:18시~09시,,,
지커넥트,부산진우체국,1,DC콤보,부산광역시 ,부산진구 ,가야동,부산광역시 부산진구 가야대로 579부산진우체국(256-7 부산진우체국),08:00~20:00,시설 상황에 따라 이용이 제한될 수 있음,50kW단독,
지커넥트,브니엘교회,1,AC완속,부산광역시 ,연제구 ,연산동,부산광역시 연제구 중앙천로73번길 15브니엘교회(브니엘교회 교육관),08:00~22:00,관계자 외 출입제한,7kW,
지커넥트,브니엘교회,2,AC완속,부산광역시 ,연제구 ,연산동,부산광역시 연제구 중앙천로73번길 15브니엘교회(브니엘교회 교육관),08:00~22:00,관계자 외 출입제한,7kW,
지커넥트,브니엘교회,3,AC완속,부산광역시 ,연제구 ,연산동,부산광역시 연제구 중앙천로73번길 15브니엘교회(브니엘교회 교육관),08:00~22:00,관계자 외 출입제한,7kW,
지커넥트,사하뷰웰,1,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,사하뷰웰,2,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,사하뷰웰,3,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,사하뷰웰,4,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,사하뷰웰,5,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,사하뷰웰,6,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,사하뷰웰,7,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,사하뷰웰,8,AC완속,부산광역시 ,사하구 ,신평동,"부산광역시 사하구 신산북로43번길 59(신평동, 사하 뷰웰)(사하 뷰웰)",24시간 이용가능,시설 상황에 따라 이용이 제한될 수 있음,,
지커넥트,삼익그린타운,1,AC완속,부산광역시 ,남구 ,대연동,부산광역시 남구 황령대로319번가길 142삼익그린타운(245-23 삼익그린타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,삼익그린타운,2,AC완속,부산광역시 ,남구 ,대연동,부산광역시 남구 황령대로319번가길 142삼익그린타운(245-23 삼익그린타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,삼익그린타운,3,AC완속,부산광역시 ,남구 ,대연동,부산광역시 남구 황령대로319번가길 142삼익그린타운(245-23 삼익그린타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,삼익그린타운,4,AC완속,부산광역시 ,남구 ,대연동,부산광역시 남구 황령대로319번가길 142삼익그린타운(245-23 삼익그린타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,삼익그린타운,5,AC완속,부산광역시 ,남구 ,대연동,부산광역시 남구 황령대로319번가길 142삼익그린타운(245-23 삼익그린타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,삼익그린타운,6,AC완속,부산광역시 ,남구 ,대연동,부산광역시 남구 황령대로319번가길 142삼익그린타운(245-23 삼익그린타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,삼익그린타운,7,AC완속,부산광역시 ,남구 ,대연동,부산광역시 남구 황령대로319번가길 142삼익그린타운(245-23 삼익그린타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,성완세띠앙아파트,1,AC완속,부산광역시 ,동래구 ,수안동,"부산광역시 동래구 충렬대로238번길 7(수안동, 성완세띠앙)(182 성완세띠앙)",24시간 이용가능,거주자외 출입제한,,
지커넥트,성완세띠앙아파트,2,AC완속,부산광역시 ,동래구 ,수안동,"부산광역시 동래구 충렬대로238번길 7(수안동, 성완세띠앙)(182 성완세띠앙)",24시간 이용가능,거주자외 출입제한,,
지커넥트,센텀E편한세상아파트,1,AC완속,부산광역시 ,해운대구 ,재송동,부산광역시 해운대구 해운대로76번길 55(939-2 센텀이편한세상아파트),09:00~18:00,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,
지커넥트,센텀E편한세상아파트,2,AC완속,부산광역시 ,해운대구 ,재송동,부산광역시 해운대구 해운대로76번길 55(939-2 센텀이편한세상아파트),09:00~18:00,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,
지커넥트,센텀E편한세상아파트,3,AC완속,부산광역시 ,해운대구 ,재송동,부산광역시 해운대구 해운대로76번길 55(939-2 센텀이편한세상아파트),09:00~18:00,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,
지커넥트,센텀E편한세상아파트,7,AC완속,부산광역시 ,해운대구 ,재송동,부산광역시 해운대구 해운대로76번길 55(939-2 센텀이편한세상아파트),09:00~18:00,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,
지커넥트,센텀E편한세상아파트,8,AC완속,부산광역시 ,해운대구 ,재송동,부산광역시 해운대구 해운대로76번길 55(939-2 센텀이편한세상아파트),09:00~18:00,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,
지커넥트,센텀E편한세상아파트,9,AC완속,부산광역시 ,해운대구 ,재송동,부산광역시 해운대구 해운대로76번길 55(939-2 센텀이편한세상아파트),09:00~18:00,"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",7kW,
지커넥트,센텀그린타워,1,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 센텀중앙로 78센텀그린타워(1462 센텀그린타워),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,센텀그린타워,2,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 센텀중앙로 78센텀그린타워(1462 센텀그린타워),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,센텀그린타워,3,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 센텀중앙로 78센텀그린타워(1462 센텀그린타워),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,센텀그린타워,4,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 센텀중앙로 78센텀그린타워(1462 센텀그린타워),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,센텀그린타워,5,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 센텀중앙로 78센텀그린타워(1462 센텀그린타워),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,센텀그린타워,6,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 센텀중앙로 78센텀그린타워(1462 센텀그린타워),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,센텀그린타워,7,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 센텀중앙로 78센텀그린타워(1462 센텀그린타워),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,센텀리더스마크,1,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 APEC로 17(우동)(1514 센텀리더스마크),24시간 이용가능,,,
지커넥트,센텀리더스마크,1,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 APEC로 17(우동)(1514 센텀리더스마크),24시간 이용가능,,,
지커넥트,센텀리더스마크,2,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 APEC로 17(우동)(1514 센텀리더스마크),24시간 이용가능,,,
지커넥트,센텀리더스마크,2,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 APEC로 17(우동)(1514 센텀리더스마크),24시간 이용가능,,,
지커넥트,센텀리더스마크,3,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 APEC로 17(우동)(1514 센텀리더스마크),24시간 이용가능,,,
지커넥트,센텀리더스마크,4,AC완속,부산광역시 ,해운대구 ,우동,부산광역시 해운대구 APEC로 17(우동)(1514 센텀리더스마크),24시간 이용가능,,,
지커넥트,수영동 주민센터,1,AC완속,부산광역시 ,수영구 ,수영동,부산광역시 수영구 수영성로 36수영동 주민센터(191-2 수영동주민센터),09:00~18:00,,,
지커넥트,수정강변타운,1,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,2,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,3,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,4,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,5,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,6,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,7,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,8,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,9,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,10,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,11,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,12,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,13,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,14,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,15,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,16,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,17,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,18,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,19,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,20,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,21,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,22,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,23,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,24,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,25,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,26,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
지커넥트,수정강변타운,27,AC완속,부산광역시 ,북구 ,화명동,부산광역시 북구 학사로17번길 31수정강변타운(2322 수정강변타운),08:00~20:00,거주자외 출입제한,7kW,
